state,date,confirmed_cases,confirmed_cases_norm,confirmed_deaths,confirmed_deaths_norm
GA,2020-03-14,39.0,31.0,1.0,0.0
GA,2020-03-15,68.0,44.0,1.0,0.0
GA,2020-03-16,94.0,55.0,1.0,0.0
GA,2020-03-17,111.0,62.0,1.0,0.0
GA,2020-03-18,129.0,70.0,1.0,0.0
GA,2020-03-19,174.0,89.0,3.0,2.0
GA,2020-03-20,251.0,152.0,2.0,2.0
GA,2020-03-21,415.0,383.0,9.0,16.0
GA,2020-03-22,445.0,427.0,13.0,19.0
GA,2020-03-23,486.0,491.0,14.0,20.0
GA,2020-03-24,606.0,578.0,14.0,20.0
GA,2020-03-25,799.0,900.0,14.0,20.0
GA,2020-03-26,904.0,1183.0,13.0,18.0
GA,2020-03-27,1077.0,1341.0,13.0,18.0
GA,2020-03-28,1326.0,1541.0,12.0,11.0
GA,2020-03-29,1618.0,1804.0,53.0,111.0
GA,2020-03-30,1804.0,2074.0,63.0,122.0
GA,2020-03-31,1917.0,2338.0,71.0,131.0
GA,2020-04-01,2819.0,4377.0,95.0,156.0
GA,2020-04-02,3021.0,4679.0,121.0,198.0
GA,2020-04-03,3211.0,4953.0,146.0,227.0
GA,2020-04-04,3541.0,5640.0,158.0,239.0
GA,2020-04-05,3779.0,6451.0,130.0,162.0
GA,2020-04-06,3980.0,6844.0,128.0,155.0
GA,2020-04-07,4350.0,7959.0,138.0,192.0
GA,2020-04-08,4569.0,9691.0,212.0,542.0
GA,2020-04-09,4922.0,10476.0,219.0,591.0
GA,2020-04-10,4976.0,11116.0,209.0,606.0
GA,2020-04-11,4915.0,11440.0,231.0,696.0
GA,2020-04-12,4847.0,11207.0,228.0,701.0
GA,2020-04-13,4865.0,11699.0,223.0,696.0
GA,2020-04-14,5102.0,11802.0,240.0,730.0
GA,2020-04-15,5293.0,10704.0,196.0,454.0
GA,2020-04-16,4997.0,10102.0,189.0,505.0
GA,2020-04-17,5272.0,10726.0,216.0,547.0
GA,2020-04-18,5920.0,11677.0,232.0,617.0
GA,2020-04-19,5872.0,11633.0,241.0,661.0
GA,2020-04-20,5945.0,11472.0,251.0,716.0
GA,2020-04-21,6064.0,11751.0,302.0,910.0
GA,2020-04-22,4815.0,9330.0,273.0,860.0
GA,2020-04-23,5503.0,11084.0,294.0,873.0
GA,2020-04-24,5726.0,10950.0,284.0,907.0
GA,2020-04-25,4969.0,9671.0,246.0,746.0
GA,2020-04-26,4989.0,9629.0,230.0,705.0
GA,2020-04-27,4663.0,9031.0,227.0,699.0
GA,2020-04-28,4482.0,8771.0,214.0,599.0
GA,2020-04-29,4901.0,9558.0,230.0,657.0
GA,2020-04-30,4634.0,8541.0,246.0,669.0
GA,2020-05-01,4364.0,8356.0,247.0,664.0
GA,2020-05-02,4646.0,8693.0,266.0,696.0
GA,2020-05-03,4994.0,8934.0,267.0,673.0
GA,2020-05-04,5075.0,9095.0,263.0,638.0
GA,2020-05-05,5022.0,8290.0,245.0,635.0
GA,2020-05-06,4927.0,7839.0,257.0,654.0
GA,2020-05-07,5020.0,7923.0,224.0,506.0
GA,2020-05-08,4771.0,7545.0,218.0,515.0
GA,2020-05-09,4465.0,7095.0,223.0,551.0
GA,2020-05-10,4113.0,6843.0,218.0,543.0
GA,2020-05-11,4333.0,6819.0,212.0,525.0
GA,2020-05-12,3870.0,6679.0,193.0,408.0
GA,2020-05-13,3938.0,7248.0,195.0,387.0
GA,2020-05-14,3384.0,6355.0,185.0,433.0
GA,2020-05-15,3380.0,6145.0,186.0,301.0
GA,2020-05-16,3359.0,6128.0,185.0,314.0
GA,2020-05-17,3138.0,5864.0,192.0,340.0
GA,2020-05-18,2693.0,5525.0,203.0,398.0
GA,2020-05-19,2884.0,5846.0,206.0,377.0
GA,2020-05-20,2871.0,5816.0,177.0,307.0
GA,2020-05-21,3148.0,6857.0,177.0,360.0
GA,2020-05-22,3446.0,7375.0,225.0,436.0
GA,2020-05-23,3640.0,7942.0,216.0,367.0
GA,2020-05-24,3858.0,8340.0,221.0,402.0
GA,2020-05-25,4389.0,8976.0,214.0,391.0
GA,2020-05-26,4702.0,9260.0,196.0,385.0
GA,2020-05-27,5198.0,10365.0,217.0,406.0
GA,2020-05-28,5611.0,10258.0,233.0,334.0
GA,2020-05-29,5539.0,10186.0,195.0,319.0
GA,2020-05-30,5643.0,10002.0,177.0,322.0
GA,2020-05-31,5408.0,9683.0,179.0,305.0
GA,2020-06-01,5021.0,9503.0,219.0,376.0
GA,2020-06-02,5129.0,10578.0,239.0,428.0
GA,2020-06-03,4226.0,8956.0,203.0,362.0
GA,2020-06-04,4032.0,8835.0,188.0,379.0
GA,2020-06-05,4300.0,9118.0,176.0,394.0
GA,2020-06-06,4356.0,9319.0,185.0,383.0
GA,2020-06-07,4682.0,9920.0,172.0,360.0
GA,2020-06-08,4615.0,9696.0,128.0,243.0
GA,2020-06-09,4424.0,8210.0,115.0,193.0
GA,2020-06-10,4976.0,8848.0,179.0,321.0
GA,2020-06-11,4932.0,8844.0,199.0,359.0
GA,2020-06-12,4969.0,9422.0,217.0,387.0
GA,2020-06-13,4943.0,9061.0,242.0,439.0
GA,2020-06-14,5068.0,9942.0,264.0,475.0
GA,2020-06-15,5231.0,10122.0,267.0,475.0
GA,2020-06-16,5281.0,10499.0,278.0,511.0
GA,2020-06-17,5354.0,10611.0,241.0,486.0
GA,2020-06-18,5758.0,10972.0,243.0,461.0
GA,2020-06-19,5580.0,10545.0,229.0,441.0
GA,2020-06-20,6051.0,11765.0,211.0,419.0
GA,2020-06-21,5935.0,10851.0,192.0,395.0
GA,2020-06-22,6336.0,11066.0,189.0,392.0
GA,2020-06-23,6959.0,11796.0,154.0,325.0
GA,2020-06-24,8273.0,12797.0,162.0,365.0
GA,2020-06-25,8978.0,13596.0,122.0,266.0
GA,2020-06-26,9562.0,14109.0,138.0,281.0
GA,2020-06-27,9842.0,14720.0,131.0,252.0
GA,2020-06-28,10654.0,15375.0,130.0,222.0
GA,2020-06-29,10886.0,16427.0,131.0,227.0
GA,2020-06-30,10282.0,15850.0,131.0,223.0
GA,2020-07-01,11476.0,17477.0,104.0,111.0
GA,2020-07-02,12158.0,18312.0,121.0,154.0
GA,2020-07-03,13256.0,19311.0,97.0,202.0
GA,2020-07-04,15014.0,21276.0,82.0,196.0
GA,2020-07-05,16798.0,23226.0,76.0,189.0
GA,2020-07-06,17685.0,23387.0,77.0,188.0
GA,2020-07-07,18583.0,24280.0,90.0,203.0
GA,2020-07-08,17946.0,24894.0,92.0,232.0
GA,2020-07-09,18180.0,24879.0,92.0,268.0
GA,2020-07-10,17771.0,24826.0,79.0,161.0
GA,2020-07-11,19153.0,26722.0,107.0,214.0
GA,2020-07-12,18818.0,26927.0,137.0,274.0
GA,2020-07-13,18822.0,27360.0,141.0,276.0
GA,2020-07-14,20752.0,29304.0,143.0,299.0
GA,2020-07-15,20481.0,28746.0,146.0,315.0
GA,2020-07-16,21108.0,31458.0,158.0,347.0
GA,2020-07-17,22056.0,32760.0,165.0,342.0
GA,2020-07-18,20733.0,30529.0,156.0,315.0
GA,2020-07-19,21632.0,31799.0,156.0,292.0
GA,2020-07-20,22118.0,32501.0,154.0,299.0
GA,2020-07-21,20444.0,31093.0,138.0,260.0
GA,2020-07-22,21177.0,31351.0,185.0,327.0
GA,2020-07-23,20716.0,29961.0,229.0,376.0
GA,2020-07-24,22115.0,31832.0,242.0,417.0
GA,2020-07-25,22669.0,32660.0,293.0,534.0
GA,2020-07-26,22484.0,32839.0,313.0,613.0
GA,2020-07-27,22331.0,33419.0,313.0,618.0
GA,2020-07-28,22731.0,34344.0,321.0,633.0
GA,2020-07-29,23519.0,36266.0,302.0,599.0
GA,2020-07-30,23915.0,36226.0,304.0,627.0
GA,2020-07-31,23613.0,36679.0,304.0,651.0
GA,2020-08-01,23389.0,37214.0,305.0,609.0
GA,2020-08-02,23252.0,38351.0,325.0,608.0
GA,2020-08-03,23708.0,38443.0,334.0,616.0
GA,2020-08-04,23256.0,37720.0,325.0,614.0
GA,2020-08-05,22224.0,35312.0,348.0,668.0
GA,2020-08-06,22732.0,36386.0,329.0,620.0
GA,2020-08-07,21562.0,34281.0,344.0,625.0
GA,2020-08-08,21741.0,34206.0,352.0,649.0
GA,2020-08-09,22292.0,34251.0,348.0,672.0
GA,2020-08-10,22299.0,34655.0,347.0,704.0
GA,2020-08-11,22459.0,34898.0,375.0,729.0
GA,2020-08-12,23327.0,37064.0,414.0,811.0
GA,2020-08-13,23103.0,37651.0,463.0,871.0
GA,2020-08-14,22398.0,37089.0,499.0,983.0
GA,2020-08-15,21791.0,37243.0,447.0,886.0
GA,2020-08-16,20837.0,36023.0,475.0,949.0
GA,2020-08-17,20050.0,35425.0,496.0,967.0
GA,2020-08-18,19660.0,35142.0,490.0,1007.0
GA,2020-08-19,18701.0,33630.0,440.0,931.0
GA,2020-08-20,17536.0,31407.0,384.0,849.0
GA,2020-08-21,18343.0,32853.0,358.0,821.0
GA,2020-08-22,17917.0,31688.0,416.0,1022.0
GA,2020-08-23,17512.0,31534.0,417.0,1026.0
GA,2020-08-24,17199.0,30409.0,422.0,1034.0
GA,2020-08-25,17864.0,31222.0,422.0,1000.0
GA,2020-08-26,17184.0,30820.0,460.0,1123.0
GA,2020-08-27,17408.0,30802.0,454.0,1095.0
GA,2020-08-28,16884.0,30141.0,481.0,1121.0
GA,2020-08-29,16340.0,29965.0,465.0,1039.0
GA,2020-08-30,16042.0,28617.0,469.0,1090.0
GA,2020-08-31,15582.0,28130.0,457.0,1073.0
GA,2020-09-01,14824.0,27640.0,461.0,1097.0
GA,2020-09-02,14924.0,27748.0,457.0,1006.0
GA,2020-09-03,14077.0,27470.0,471.0,1095.0
GA,2020-09-04,14184.0,27757.0,461.0,1002.0
GA,2020-09-05,13722.0,26874.0,446.0,980.0
GA,2020-09-06,13607.0,27067.0,392.0,829.0
GA,2020-09-07,13954.0,27427.0,422.0,870.0
GA,2020-09-08,12978.0,25245.0,401.0,824.0
GA,2020-09-09,12234.0,23426.0,328.0,692.0
GA,2020-09-10,12254.0,23158.0,323.0,621.0
GA,2020-09-11,11511.0,22233.0,327.0,739.0
GA,2020-09-12,11274.0,22581.0,306.0,719.0
GA,2020-09-13,11105.0,22568.0,302.0,690.0
GA,2020-09-14,11087.0,22494.0,292.0,683.0
GA,2020-09-15,11539.0,23049.0,305.0,697.0
GA,2020-09-16,11643.0,23233.0,324.0,770.0
GA,2020-09-17,11709.0,23519.0,288.0,715.0
GA,2020-09-18,11615.0,22552.0,265.0,624.0
GA,2020-09-19,11889.0,22528.0,286.0,651.0
GA,2020-09-20,11808.0,22314.0,304.0,712.0
GA,2020-09-21,11454.0,21826.0,260.0,610.0
GA,2020-09-22,11304.0,21742.0,242.0,562.0
GA,2020-09-23,10647.0,20489.0,267.0,658.0
GA,2020-09-24,10597.0,20023.0,342.0,956.0
GA,2020-09-25,10336.0,19831.0,336.0,903.0
GA,2020-09-26,10161.0,19267.0,324.0,881.0
GA,2020-09-27,9658.0,18021.0,307.0,847.0
GA,2020-09-28,9374.0,17598.0,335.0,916.0
GA,2020-09-29,9151.0,16987.0,347.0,960.0
GA,2020-09-30,9200.0,17451.0,311.0,837.0
GA,2020-10-01,8745.0,16798.0,240.0,574.0
GA,2020-10-02,8730.0,16628.0,236.0,613.0
GA,2020-10-03,8321.0,15607.0,229.0,632.0
GA,2020-10-04,8375.0,15518.0,214.0,656.0
GA,2020-10-05,8422.0,15369.0,210.0,680.0
GA,2020-10-06,8502.0,15335.0,224.0,705.0
GA,2020-10-07,8510.0,15121.0,225.0,707.0
GA,2020-10-08,8676.0,14995.0,229.0,735.0
GA,2020-10-09,8557.0,14183.0,225.0,777.0
GA,2020-10-10,8980.0,14288.0,235.0,790.0
GA,2020-10-11,8924.0,14202.0,252.0,787.0
GA,2020-10-12,9395.0,14864.0,249.0,737.0
GA,2020-10-13,9559.0,15259.0,234.0,710.0
GA,2020-10-14,9737.0,15241.0,223.0,669.0
GA,2020-10-15,9640.0,14796.0,211.0,608.0
GA,2020-10-16,9971.0,15369.0,195.0,490.0
GA,2020-10-17,10082.0,15526.0,202.0,496.0
GA,2020-10-18,10231.0,15520.0,205.0,526.0
GA,2020-10-19,10225.0,15032.0,212.0,563.0
GA,2020-10-20,10073.0,14921.0,218.0,569.0
GA,2020-10-21,10250.0,15495.0,210.0,532.0
GA,2020-10-22,10108.0,15219.0,223.0,531.0
GA,2020-10-23,9988.0,15198.0,224.0,571.0
GA,2020-10-24,10283.0,15731.0,203.0,504.0
GA,2020-10-25,10415.0,16366.0,197.0,499.0
GA,2020-10-26,10432.0,17024.0,167.0,428.0
GA,2020-10-27,10617.0,17104.0,166.0,419.0
GA,2020-10-28,10506.0,17083.0,168.0,432.0
GA,2020-10-29,10701.0,17285.0,169.0,474.0
GA,2020-10-30,10774.0,17672.0,190.0,472.0
GA,2020-10-31,9964.0,16394.0,183.0,432.0
GA,2020-11-01,10663.0,16784.0,164.0,387.0
GA,2020-11-02,10407.0,15823.0,165.0,388.0
GA,2020-11-03,10382.0,15610.0,165.0,396.0
GA,2020-11-04,40809.0,82597.0,597.0,1578.0
GA,2020-11-05,41930.0,83862.0,587.0,1533.0
GA,2020-11-06,42764.0,84755.0,624.0,1702.0
GA,2020-11-07,44051.0,86308.0,621.0,1721.0
GA,2020-11-08,44106.0,88695.0,613.0,1642.0
GA,2020-11-09,43991.0,86577.0,612.0,1629.0
GA,2020-11-10,42964.0,81707.0,646.0,1745.0
GA,2020-11-11,15488.0,19139.0,247.0,642.0
GA,2020-11-12,15023.0,19110.0,303.0,800.0
GA,2020-11-13,15390.0,19526.0,295.0,696.0
GA,2020-11-14,15521.0,20782.0,289.0,721.0
GA,2020-11-15,15992.0,19065.0,326.0,836.0
GA,2020-11-16,16945.0,22216.0,326.0,834.0
GA,2020-11-17,18171.0,27694.0,284.0,701.0
GA,2020-11-18,18243.0,26108.0,272.0,668.0
GA,2020-11-19,19033.0,27053.0,254.0,629.0
GA,2020-11-20,19603.0,27788.0,216.0,579.0
GA,2020-11-21,20199.0,27822.0,230.0,583.0
GA,2020-11-22,23175.0,30384.0,215.0,521.0
GA,2020-11-23,23524.0,30978.0,228.0,564.0
GA,2020-11-24,24193.0,31461.0,235.0,566.0
GA,2020-11-25,23320.0,31402.0,205.0,517.0
GA,2020-11-26,23664.0,32111.0,222.0,567.0
GA,2020-11-27,23632.0,32224.0,222.0,598.0
GA,2020-11-28,22942.0,30322.0,226.0,592.0
GA,2020-11-29,19714.0,26985.0,234.0,620.0
GA,2020-11-30,19144.0,26486.0,236.0,594.0
GA,2020-12-01,19388.0,26943.0,228.0,600.0
GA,2020-12-02,20499.0,29046.0,274.0,708.0
GA,2020-12-03,22422.0,31968.0,247.0,596.0
GA,2020-12-04,24443.0,34897.0,289.0,618.0
GA,2020-12-05,27849.0,39946.0,314.0,681.0
GA,2020-12-06,30141.0,43669.0,333.0,674.0
GA,2020-12-07,30409.0,43374.0,327.0,691.0
GA,2020-12-08,33237.0,47584.0,361.0,730.0
GA,2020-12-09,34118.0,46982.0,330.0,623.0
GA,2020-12-10,34378.0,47201.0,330.0,623.0
GA,2020-12-11,36425.0,50629.0,306.0,589.0
GA,2020-12-12,36238.0,51531.0,294.0,504.0
GA,2020-12-13,37419.0,54417.0,272.0,513.0
GA,2020-12-14,40103.0,57479.0,264.0,492.0
GA,2020-12-15,38642.0,54703.0,243.0,467.0
GA,2020-12-16,40504.0,59188.0,272.0,542.0
GA,2020-12-17,41424.0,62277.0,281.0,552.0
GA,2020-12-18,41440.0,62649.0,289.0,621.0
GA,2020-12-19,43425.0,66248.0,270.0,599.0
GA,2020-12-20,43099.0,65793.0,274.0,567.0
GA,2020-12-21,43571.0,66911.0,274.0,556.0
GA,2020-12-22,43489.0,67953.0,268.0,517.0
GA,2020-12-23,44817.0,69181.0,279.0,527.0
GA,2020-12-24,45777.0,71230.0,279.0,522.0
GA,2020-12-25,48645.0,76520.0,282.0,471.0
GA,2020-12-26,46144.0,70986.0,294.0,470.0
GA,2020-12-27,44116.0,66537.0,298.0,476.0
GA,2020-12-28,42440.0,65766.0,300.0,474.0
GA,2020-12-29,43076.0,65744.0,291.0,489.0
GA,2020-12-30,43692.0,69921.0,304.0,558.0
GA,2020-12-31,45128.0,71828.0,308.0,577.0
GA,2021-01-01,45805.0,71531.0,329.0,583.0
GA,2021-01-02,51222.0,79935.0,304.0,583.0
GA,2021-01-03,54427.0,85894.0,257.0,501.0
GA,2021-01-04,56582.0,89644.0,257.0,505.0
GA,2021-01-05,57499.0,91989.0,257.0,482.0
GA,2021-01-06,58198.0,91848.0,283.0,567.0
GA,2021-01-07,56434.0,90667.0,311.0,659.0
GA,2021-01-08,55015.0,86994.0,290.0,697.0
GA,2021-01-09,57066.0,90128.0,347.0,811.0
GA,2021-01-10,61406.0,96756.0,481.0,1136.0
GA,2021-01-11,63543.0,97894.0,478.0,1131.0
GA,2021-01-12,65924.0,100269.0,488.0,1166.0
GA,2021-01-13,65638.0,98753.0,569.0,1301.0
GA,2021-01-14,67027.0,97949.0,618.0,1344.0
GA,2021-01-15,66368.0,98926.0,716.0,1561.0
GA,2021-01-16,63024.0,94251.0,794.0,1707.0
GA,2021-01-17,60158.0,87844.0,800.0,1683.0
GA,2021-01-18,58626.0,86137.0,804.0,1701.0
GA,2021-01-19,56322.0,82377.0,848.0,1786.0
GA,2021-01-20,54189.0,78677.0,876.0,1863.0
GA,2021-01-21,53694.0,77965.0,932.0,2094.0
GA,2021-01-22,52952.0,75229.0,882.0,1947.0
GA,2021-01-23,51920.0,73022.0,894.0,1939.0
GA,2021-01-24,52401.0,73719.0,933.0,2056.0
GA,2021-01-25,51007.0,71012.0,932.0,2045.0
GA,2021-01-26,49961.0,69958.0,923.0,2010.0
GA,2021-01-27,50815.0,69746.0,886.0,1936.0
GA,2021-01-28,49112.0,67022.0,847.0,1796.0
GA,2021-01-29,48121.0,65912.0,919.0,1907.0
GA,2021-01-30,46067.0,64488.0,904.0,1957.0
GA,2021-01-31,43340.0,61682.0,946.0,1942.0
GA,2021-02-01,41997.0,60923.0,944.0,1944.0
GA,2021-02-02,41009.0,59346.0,935.0,1930.0
GA,2021-02-03,37832.0,57116.0,964.0,2019.0
GA,2021-02-04,36720.0,54824.0,939.0,1899.0
GA,2021-02-05,35337.0,52608.0,917.0,1879.0
HI,2020-02-15,0.0,0.0,0.0,0.0
HI,2020-02-16,0.0,0.0,0.0,0.0
HI,2020-02-17,0.0,0.0,0.0,0.0
HI,2020-02-18,0.0,0.0,0.0,0.0
HI,2020-02-19,0.0,0.0,0.0,0.0
HI,2020-02-20,0.0,0.0,0.0,0.0
HI,2020-02-21,0.0,0.0,0.0,0.0
HI,2020-02-22,0.0,0.0,0.0,0.0
HI,2020-02-23,0.0,0.0,0.0,0.0
HI,2020-02-24,0.0,0.0,0.0,0.0
HI,2020-02-25,0.0,0.0,0.0,0.0
HI,2020-02-26,0.0,0.0,0.0,0.0
HI,2020-02-27,0.0,0.0,0.0,0.0
HI,2020-02-28,0.0,0.0,0.0,0.0
HI,2020-02-29,0.0,0.0,0.0,0.0
HI,2020-03-01,0.0,0.0,0.0,0.0
HI,2020-03-02,0.0,0.0,0.0,0.0
HI,2020-03-03,0.0,0.0,0.0,0.0
HI,2020-03-04,0.0,0.0,0.0,0.0
HI,2020-03-05,0.0,0.0,0.0,0.0
HI,2020-03-06,0.0,0.0,0.0,0.0
HI,2020-03-07,0.0,0.0,0.0,0.0
HI,2020-03-08,1.0,0.0,0.0,0.0
HI,2020-03-09,1.0,0.0,0.0,0.0
HI,2020-03-10,1.0,0.0,0.0,0.0
HI,2020-03-11,3.0,0.0,0.0,0.0
HI,2020-03-12,2.0,0.0,0.0,0.0
HI,2020-03-13,2.0,0.0,0.0,0.0
HI,2020-03-14,2.0,0.0,0.0,0.0
HI,2020-03-15,3.0,3.0,0.0,0.0
HI,2020-03-16,5.0,4.0,0.0,0.0
HI,2020-03-17,7.0,4.0,0.0,0.0
HI,2020-03-18,7.0,4.0,0.0,0.0
HI,2020-03-19,13.0,6.0,0.0,0.0
HI,2020-03-20,13.0,6.0,0.0,0.0
HI,2020-03-21,34.0,10.0,0.0,0.0
HI,2020-03-22,32.0,7.0,0.0,0.0
HI,2020-03-23,47.0,10.0,0.0,0.0
HI,2020-03-24,48.0,11.0,0.0,0.0
HI,2020-03-25,60.0,9.0,1.0,0.0
HI,2020-03-26,55.0,9.0,0.0,0.0
HI,2020-03-27,72.0,14.0,0.0,0.0
HI,2020-03-28,64.0,15.0,0.0,0.0
HI,2020-03-29,109.0,31.0,0.0,0.0
HI,2020-03-30,92.0,27.0,0.0,0.0
HI,2020-03-31,111.0,31.0,0.0,0.0
HI,2020-04-01,121.0,39.0,-1.0,0.0
HI,2020-04-02,139.0,41.0,0.0,0.0
HI,2020-04-03,151.0,41.0,1.0,0.0
HI,2020-04-04,206.0,47.0,3.0,0.0
HI,2020-04-05,196.0,41.0,3.0,0.0
HI,2020-04-06,217.0,47.0,4.0,0.0
HI,2020-04-07,209.0,43.0,5.0,1.0
HI,2020-04-08,210.0,44.0,5.0,1.0
HI,2020-04-09,192.0,42.0,5.0,1.0
HI,2020-04-10,199.0,48.0,4.0,1.0
HI,2020-04-11,131.0,34.0,2.0,1.0
HI,2020-04-12,118.0,35.0,5.0,2.0
HI,2020-04-13,132.0,47.0,5.0,2.0
HI,2020-04-14,123.0,45.0,4.0,1.0
HI,2020-04-15,107.0,42.0,4.0,1.0
HI,2020-04-16,122.0,45.0,4.0,1.0
HI,2020-04-17,86.0,35.0,4.0,1.0
HI,2020-04-18,93.0,37.0,4.0,1.0
HI,2020-04-19,109.0,45.0,1.0,0.0
HI,2020-04-20,80.0,28.0,1.0,1.0
HI,2020-04-21,79.0,28.0,1.0,1.0
HI,2020-04-22,72.0,27.0,1.0,1.0
HI,2020-04-23,63.0,26.0,3.0,1.0
HI,2020-04-24,67.0,27.0,3.0,1.0
HI,2020-04-25,65.0,27.0,4.0,1.0
HI,2020-04-26,30.0,10.0,4.0,1.0
HI,2020-04-27,25.0,9.0,4.0,1.0
HI,2020-04-28,22.0,7.0,6.0,2.0
HI,2020-04-29,22.0,7.0,6.0,2.0
HI,2020-04-30,19.0,5.0,4.0,0.0
HI,2020-05-01,19.0,5.0,4.0,0.0
HI,2020-05-02,15.0,5.0,3.0,0.0
HI,2020-05-03,13.0,5.0,3.0,0.0
HI,2020-05-04,12.0,4.0,3.0,1.0
HI,2020-05-05,12.0,4.0,1.0,1.0
HI,2020-05-06,13.0,4.0,1.0,1.0
HI,2020-05-07,11.0,4.0,1.0,1.0
HI,2020-05-08,10.0,1.0,1.0,1.0
HI,2020-05-09,9.0,1.0,1.0,1.0
HI,2020-05-10,9.0,2.0,1.0,1.0
HI,2020-05-11,10.0,2.0,0.0,0.0
HI,2020-05-12,11.0,2.0,0.0,0.0
HI,2020-05-13,9.0,2.0,0.0,0.0
HI,2020-05-14,11.0,2.0,0.0,0.0
HI,2020-05-15,8.0,2.0,0.0,0.0
HI,2020-05-16,9.0,3.0,0.0,0.0
HI,2020-05-17,9.0,1.0,0.0,0.0
HI,2020-05-18,9.0,2.0,0.0,0.0
HI,2020-05-19,7.0,2.0,0.0,0.0
HI,2020-05-20,7.0,1.0,0.0,0.0
HI,2020-05-21,6.0,2.0,0.0,0.0
HI,2020-05-22,10.0,4.0,0.0,0.0
HI,2020-05-23,4.0,1.0,0.0,0.0
HI,2020-05-24,4.0,2.0,0.0,0.0
HI,2020-05-25,3.0,2.0,0.0,0.0
HI,2020-05-26,3.0,2.0,0.0,0.0
HI,2020-05-27,2.0,1.0,0.0,0.0
HI,2020-05-28,1.0,1.0,0.0,0.0
HI,2020-05-29,0.0,-1.0,0.0,0.0
HI,2020-05-30,7.0,2.0,0.0,0.0
HI,2020-05-31,8.0,2.0,0.0,0.0
HI,2020-06-01,9.0,2.0,0.0,0.0
HI,2020-06-02,9.0,2.0,0.0,0.0
HI,2020-06-03,10.0,2.0,0.0,0.0
HI,2020-06-04,9.0,2.0,0.0,0.0
HI,2020-06-05,7.0,2.0,0.0,0.0
HI,2020-06-06,14.0,3.0,0.0,0.0
HI,2020-06-07,20.0,4.0,0.0,0.0
HI,2020-06-08,21.0,3.0,0.0,0.0
HI,2020-06-09,22.0,3.0,0.0,0.0
HI,2020-06-10,27.0,4.0,0.0,0.0
HI,2020-06-11,30.0,5.0,0.0,0.0
HI,2020-06-12,36.0,5.0,0.0,0.0
HI,2020-06-13,41.0,4.0,0.0,0.0
HI,2020-06-14,50.0,5.0,0.0,0.0
HI,2020-06-15,53.0,5.0,0.0,0.0
HI,2020-06-16,60.0,6.0,0.0,0.0
HI,2020-06-17,54.0,5.0,0.0,0.0
HI,2020-06-18,59.0,7.0,0.0,0.0
HI,2020-06-19,70.0,8.0,0.0,0.0
HI,2020-06-20,83.0,11.0,0.0,0.0
HI,2020-06-21,66.0,9.0,0.0,0.0
HI,2020-06-22,86.0,20.0,0.0,0.0
HI,2020-06-23,80.0,20.0,0.0,0.0
HI,2020-06-24,83.0,20.0,0.0,0.0
HI,2020-06-25,89.0,21.0,0.0,0.0
HI,2020-06-26,87.0,27.0,0.0,0.0
HI,2020-06-27,73.0,25.0,0.0,0.0
HI,2020-06-28,79.0,26.0,1.0,0.0
HI,2020-06-29,81.0,20.0,1.0,0.0
HI,2020-06-30,80.0,19.0,1.0,0.0
HI,2020-07-01,93.0,22.0,1.0,0.0
HI,2020-07-02,88.0,22.0,1.0,0.0
HI,2020-07-03,92.0,18.0,1.0,0.0
HI,2020-07-04,107.0,20.0,2.0,0.0
HI,2020-07-05,125.0,25.0,1.0,0.0
HI,2020-07-06,122.0,21.0,1.0,0.0
HI,2020-07-07,128.0,22.0,1.0,0.0
HI,2020-07-08,153.0,27.0,1.0,0.0
HI,2020-07-09,167.0,28.0,1.0,0.0
HI,2020-07-10,183.0,30.0,1.0,0.0
HI,2020-07-11,182.0,29.0,0.0,0.0
HI,2020-07-12,200.0,29.0,0.0,0.0
HI,2020-07-13,196.0,30.0,0.0,0.0
HI,2020-07-14,210.0,32.0,2.0,0.0
HI,2020-07-15,190.0,28.0,2.0,0.0
HI,2020-07-16,195.0,27.0,2.0,0.0
HI,2020-07-17,175.0,24.0,2.0,0.0
HI,2020-07-18,173.0,23.0,3.0,0.0
HI,2020-07-19,148.0,20.0,4.0,0.0
HI,2020-07-20,155.0,21.0,4.0,0.0
HI,2020-07-21,149.0,20.0,2.0,0.0
HI,2020-07-22,153.0,20.0,2.0,0.0
HI,2020-07-23,142.0,18.0,3.0,0.0
HI,2020-07-24,181.0,26.0,4.0,0.0
HI,2020-07-25,214.0,28.0,3.0,0.0
HI,2020-07-26,268.0,36.0,2.0,0.0
HI,2020-07-27,304.0,45.0,2.0,0.0
HI,2020-07-28,317.0,45.0,2.0,0.0
HI,2020-07-29,338.0,46.0,2.0,0.0
HI,2020-07-30,429.0,62.0,1.0,0.0
HI,2020-07-31,498.0,69.0,0.0,0.0
HI,2020-08-01,562.0,77.0,0.0,0.0
HI,2020-08-02,577.0,75.0,0.0,0.0
HI,2020-08-03,559.0,68.0,0.0,0.0
HI,2020-08-04,737.0,90.0,0.0,0.0
HI,2020-08-05,834.0,102.0,1.0,0.0
HI,2020-08-06,898.0,101.0,1.0,0.0
HI,2020-08-07,925.0,104.0,3.0,0.0
HI,2020-08-08,1004.0,111.0,5.0,1.0
HI,2020-08-09,1149.0,128.0,5.0,1.0
HI,2020-08-10,1256.0,142.0,5.0,1.0
HI,2020-08-11,1190.0,134.0,8.0,1.0
HI,2020-08-12,1165.0,131.0,7.0,1.0
HI,2020-08-13,1195.0,139.0,11.0,1.0
