,0,1,2,3,4
prediction_aligned_int_7,0.7009858062404577,0.7099564305649438,0.7076263206952335,0.7020649695809432,0.7014539215630384
rt_aligned_int_7,0.0744567765077877,0.0719837103725115,0.07504211024840624,0.07269038837826536,0.07369683178129682
prediction_aligned_int_14,0.030215066837096294,0.0303557920580646,0.03014887201373495,0.02967320924329886,0.03051412674186338
rt_aligned_int_14,0.034214779156379715,0.03418930675804566,0.03365991380142952,0.03357603056170588,0.03294216410839046
prediction_aligned_int_21,0.02057338216942728,0.02017026691779189,0.020495176000216553,0.020821286982607323,0.020536227606297808
rt_aligned_int_21,0.013026099467961405,0.012907774896413371,0.012771180858785702,0.012607175394157899,0.0129901928396281
prediction_aligned_int_28,0.03169418728283757,0.0315027140322256,0.032151097202455015,0.032199420579689386,0.031960338236384334
rt_aligned_int_28,0.03738659525306087,0.036813207670274406,0.03722706481836913,0.03966259423272822,0.03759843546496133
totalTestResultsIncrease_norm,1.0076463466713523,1.0085663798395075,1.0009405209477884,1.0066310810952528,1.0018877508532373
test_positivity,0.33002443589111197,0.3301237162980316,0.3375890635649951,0.33559857397435067,0.3369739899817502
fb_movement_change,0.013368052797697372,0.013855227606813236,0.013616090421762705,0.013400892375650564,0.013027752590422437
fb_stationary,0.014319250448848075,0.014551830858571368,0.014475305998247312,0.014550761189287997,0.014645495327502367
Diabetes_Prevalence_Both_Sexes,0.0040017067870823375,0.003964980669853846,0.004009320463175148,0.003941908596864829,0.0039727206943396265
Male_Obesity_%,0.0046262623906401235,0.0045628991732599156,0.004629552965625394,0.004518914923316464,0.004615341613645185
Female_Obesity_%,0.0027086559292813783,0.0027514306798965826,0.00266591140889616,0.0026800417703515267,0.002756041626427619
life_expectancy,0.0015754016848993357,0.0015812596352949848,0.0015668986768824222,0.0015986173584714436,0.0016371764573031022
mortality_risk_0-5,0.006453245321128898,0.0064385560097594,0.006402935773065721,0.006362148146409785,0.0065042643419667145
mortality_risk_5-25,0.0039729758577853325,0.00407837598940719,0.00398802452583491,0.004027478041824795,0.004043961273445085
mortality_risk_25-45,0.0022726138599405976,0.0022162699147473264,0.0022193490162938367,0.002237899034139179,0.0021990418660967626
mortality_risk_45-65,0.0014391955281565227,0.0014553742392168223,0.0014530731306471312,0.0014260845616167472,0.0014457448137211726
mortality_risk_65-85,0.0026680414795394736,0.002707431575674768,0.0026398643851806014,0.0026516904843839617,0.0026384031975719147
tubercolosis_mortality,0.011784141073563403,0.011936197308376362,0.011335966240106687,0.011535298776809144,0.011760150357690291
AIDS_mortality,0.014517520596604161,0.014581360097021046,0.014405895075570552,0.014680841507915487,0.014681074966423568
diarrheal_mortality,0.00785425887059632,0.007774695169338264,0.008087192368794516,0.007871332476160453,0.007733593733895594
lower_respiratory_mortality,0.007083517292482355,0.006812783005779699,0.0071164204414684296,0.006946155360210593,0.006879027504633206
meningitis_mortality,0.006587433713713842,0.00667938633719356,0.006728131493561773,0.006721808513500127,0.006774802117408885
hepatitis_mortality,0.024218081986567497,0.02441208210171064,0.025441729924643552,0.02450552516022131,0.02434089850245691
other_resp_mortality,0.0036456243206418604,0.0036939351206254356,0.0035671950941925656,0.0036159018655316233,0.003611598291703988
interstitial_lung_mortality,0.005792018993418968,0.005797294918279627,0.005786886940988389,0.00576813943065424,0.005742560987759937
asthma_mortality,0.005137993980802502,0.005034867654668096,0.005033275749138255,0.0049568989159543,0.00497075465333896
other_pneumoconiosis_mortality,0.0037963899565092163,0.003622486571250527,0.003693297031345244,0.00366135627424069,0.003691224632762391
coal_pneumoconiosis_mortality,0.004452844798490729,0.004374525137761598,0.004364090436417278,0.004368361159089007,0.004476467195052014
asbestosis_mortality,0.005285656315063503,0.005483319470310555,0.005465036138512569,0.005406146202155293,0.005487928613748361
silicosis_mortality,0.002709516114663857,0.002933601554644394,0.002924136856787052,0.0028109082967155974,0.0028629946247722415
pneumoconiosis_mortality,0.004407626247992291,0.004439156138611233,0.004524332060602099,0.004374021178828569,0.004510691721280713
COPD_mortality,0.00490332044926356,0.004943793916342809,0.004644057304851401,0.0050992947094987695,0.004628472125599359
chronic_respiratory_mortality,0.005034671331069385,0.004826662426428152,0.00481040433998059,0.005022060199639133,0.004728890946157693
Socioeconomic Status,0.005783787190550171,0.005647983710819204,0.005858884414324472,0.0060086156626952825,0.005720906229516598
Household Composition & Disability,0.006763413374063276,0.00684679752181927,0.0069418239320854225,0.006799525798850681,0.007034215214578476
Minority Status & Language,0.013787317008119193,0.013937834150773987,0.01385335651804076,0.0135389248724056,0.01381848802275909
Housing Type & Transportation,0.00725047271523338,0.007386207851554194,0.007339560077090801,0.007212293274556414,0.007332256435067297
Epidemiological Factors,0.007685639050724835,0.007700480838092494,0.00790081919910457,0.007987238492519144,0.007493061943461443
Healthcare System Factors,0.007260329595156878,0.007331823417605077,0.007332054590527437,0.007309362029713773,0.007430846413622794
POP_DENSITY,0.014857713147891083,0.01518459448609144,0.015122782585168082,0.015355009067916203,0.015155280418384098
BA_MALE,0.004861700140198155,0.005187457273241325,0.005031697413477643,0.005049856501024963,0.004900073621563972
BA_FEMALE,0.010440526403269423,0.010357022786111836,0.010422643733069892,0.010828682120965771,0.010540283240870418
IA_MALE,0.004147949092092484,0.0041634325464383615,0.004218181968784429,0.00412805712521136,0.004157329038148694
IA_FEMALE,0.006381910266872182,0.006354690464504098,0.0065338822654243955,0.006626815319403456,0.0064690148566111105
NA_MALE,0.005540594497030704,0.005642517189524576,0.005446489437809232,0.005533681861696338,0.005544546918443527
NA_FEMALE,0.005410590166777696,0.005630187001622322,0.005396055751802575,0.005466586780248028,0.005698151421421049
TOM_MALE,0.006204921858367962,0.006151191891401009,0.0060087521743315,0.0062364476930943935,0.00571910064566139
TOM_FEMALE,0.004637574205854644,0.0044808404529412815,0.004553584675552669,0.004520264882896474,0.0045288962342139305
H_MALE,0.014432527890897329,0.01473131712373954,0.013700333777165286,0.013522359392639238,0.013669671819141582
H_FEMALE,0.00827386811207631,0.00834848157056034,0.0085908428026219,0.008320362038059526,0.008318096025995425
ELDERLY_POP,0.007298326639813335,0.007366446643990443,0.007203482051878485,0.007232867530964193,0.007285085430334237
Land Area,0.007771559990485732,0.007860449882597154,0.007709690074373499,0.008003070360533937,0.00748753022985249
