,0,1,2,3,4
prediction_aligned_int_7,0.03089880051048577,0.030891900977022102,0.0317107562566149,0.031057697716094124,0.030721017456305844
rt_aligned_int_7,0.03319593570323387,0.03187277889491269,0.03151211454054792,0.03333602613576858,0.0317133166645045
prediction_aligned_int_14,0.5324031095465467,0.5305404973586729,0.5287921366021807,0.5418024517702087,0.5367202172667913
rt_aligned_int_14,0.05625030598714997,0.05632746674531586,0.056066956904437304,0.05641304043523443,0.056807858256112675
prediction_aligned_int_21,0.04440973938088266,0.04419184785632635,0.04441213557044921,0.04429320895625888,0.04410765387265703
rt_aligned_int_21,0.012707673763036498,0.012826449344751523,0.012790944468780152,0.012662647453252962,0.012787635125613095
prediction_aligned_int_28,0.02709141437964757,0.02668395085194397,0.02714820307207766,0.02679988659563981,0.026724771629884292
rt_aligned_int_28,0.024918944318720992,0.025038498018119637,0.024784636675719507,0.024839611319068533,0.024931539451149898
totalTestResultsIncrease_norm,1.1191414078451671,1.1227870116428453,1.1200891143121134,1.121138177916534,1.1189885805341384
test_positivity,0.3963650163906358,0.40128816852120264,0.3967798036558886,0.3969807793792931,0.3965368280654772
fb_movement_change,0.011392135700571071,0.011172872748385299,0.011224622080527102,0.011473085695540952,0.011036958253227369
fb_stationary,0.027242286948932937,0.024498592780820894,0.027790474501949602,0.02715181675090328,0.026977676584841626
Diabetes_Prevalence_Both_Sexes,0.006151176972086558,0.006014904818358757,0.005687344628358071,0.005819800465478919,0.00548247493758347
Male_Obesity_%,0.005049638560977621,0.005192395453341381,0.005242098610395818,0.005039471488072711,0.005018584808540449
Female_Obesity_%,0.0046079542245413,0.004733001676723525,0.004672279906613008,0.004633639796145506,0.004633928956303102
life_expectancy,0.0013645787695139022,0.0012496804487166502,0.0014084452106797318,0.0013487558845832748,0.0012930802319977008
mortality_risk_0-5,0.0023383257494279386,0.0024000882731703976,0.002410150348785889,0.002347008247015392,0.0023649888734141866
mortality_risk_5-25,0.0038177249900251953,0.0038376787156226833,0.003913711269735609,0.0038506061288053894,0.004077128203670122
mortality_risk_25-45,0.0016924764544590243,0.0016977499089618764,0.0016154348254123763,0.0016802305327545675,0.001646511131364714
mortality_risk_45-65,0.0016269399353348035,0.0015689835506372818,0.0016133069691887103,0.001577052131338963,0.0016123528216284155
mortality_risk_65-85,0.0030333487094650335,0.0031003596905180286,0.0030711173414085247,0.0030851274186045607,0.003107311265563517
tubercolosis_mortality,0.00863615897051917,0.008463558670040006,0.008353644140123628,0.008538321946204186,0.008652490940301516
