,0,1,2,3,4
prediction_aligned_int_7,0.04531291495258427,0.04583680253286937,0.04586007950535087,0.045804269554326926,0.04598816854125032
rt_aligned_int_7,0.01751089774615977,0.017486218630246908,0.017482288085745368,0.01770946943347773,0.017284514481923252
prediction_aligned_int_14,0.030908892498604845,0.030532754627352165,0.030211780888757422,0.0301155853903049,0.03030562631839495
rt_aligned_int_14,0.03361009225882772,0.034059084742494306,0.03320355120249485,0.033472865451318334,0.032952461824884205
prediction_aligned_int_21,0.6925851708682427,0.6928016451884853,0.6887197281876851,0.7010457742973254,0.7024589480645562
rt_aligned_int_21,0.10609772711995691,0.10624474916834847,0.10634474967185803,0.10644641402512889,0.10444906182079894
prediction_aligned_int_28,0.0918631998318219,0.09261421012781068,0.09281714288271403,0.09191747785872972,0.09310909391854705
rt_aligned_int_28,0.06499100524347845,0.06257850321299685,0.06300274308530662,0.06545083499823445,0.06325203612200725
totalTestResultsIncrease_norm,0.9158860301854501,0.9052595888266723,0.91116009315325,0.912073278015474,0.9094148247223002
test_positivity,0.2584385633644173,0.25925018531968846,0.2569267980257278,0.2569435882429918,0.2582676655695252
fb_movement_change,0.010379761052908276,0.010468186904862953,0.010449246321931227,0.010329443508269476,0.010198061087458132
fb_stationary,0.01796064551516985,0.01817754211660283,0.017911847453520036,0.018280990983077228,0.018124222006415946
Diabetes_Prevalence_Both_Sexes,0.011034430817472352,0.011466918656431235,0.011126029142095373,0.01114643361875578,0.011133465453174174
Male_Obesity_%,0.0194488787497763,0.01866503755257376,0.020787274129930977,0.021120124917341943,0.021198429142862518
Female_Obesity_%,0.003949852300741297,0.004016889501739951,0.004020678704843794,0.00405372865205933,0.004013318085211548
life_expectancy,0.001424610167096163,0.0014284217722175807,0.0013920268240004141,0.0013912567711766854,0.0014172435532792127
mortality_risk_0-5,0.006234015731140241,0.006016271516906979,0.006226038641923393,0.005959737368469331,0.00614608516097781
mortality_risk_5-25,0.002825575086693344,0.0028326395139991467,0.0028489838517815613,0.0027821470032011186,0.002852590800791255
mortality_risk_25-45,0.002547547213294088,0.0026438050398495117,0.002760035744519218,0.002722613660585682,0.002512840347940637
mortality_risk_45-65,0.002934880946217855,0.002988623776341126,0.003074138070767951,0.003288098793400751,0.003055594832829467
mortality_risk_65-85,0.003082983527508465,0.0029914664254742096,0.0029993093568844165,0.0029789857375717155,0.0029697614108669113
tubercolosis_mortality,0.01315911778897949,0.012375791199217945,0.013113924959845091,0.013020754095713238,0.0125952911223014
AIDS_mortality,0.019247809499007063,0.01996660549964202,0.020255437301576307,0.019971801095377884,0.01972711130818572
diarrheal_mortality,0.010014271982831446,0.0101920126196684,0.01041121042836135,0.010304744718915626,0.010724569899771441
lower_respiratory_mortality,0.007932026058410147,0.007640545894523232,0.007825901456450346,0.007778257853332304,0.007833699532651228
meningitis_mortality,0.00352001566260296,0.0035019095483553864,0.003628214483374026,0.0034919035970560897,0.0034143581188517125
hepatitis_mortality,0.02579669017137831,0.026544355861627844,0.02598655752390089,0.025657043196304685,0.02612684056416026
other_resp_mortality,0.004667255302087336,0.004642302462485204,0.004624105191819772,0.004712492598575535,0.004614290686112854
interstitial_lung_mortality,0.006789983401930488,0.00663653863153324,0.006743727737093197,0.006841780821372545,0.0067522775285264736
asthma_mortality,0.005235545795259866,0.005174172173777358,0.005052150673991784,0.005240811603935858,0.00540328671014767
other_pneumoconiosis_mortality,0.007545977711582719,0.007495036758292994,0.007524959983527091,0.007705836108936381,0.007551776267414323
coal_pneumoconiosis_mortality,0.004355481363519598,0.00438087115135366,0.004420043797458528,0.004872587934008132,0.004822984097384464
asbestosis_mortality,0.009576330759465068,0.009205721496203356,0.009409848091655793,0.009445890804023693,0.008883522495700902
silicosis_mortality,0.001985723816527174,0.001981047337532571,0.001984400227968308,0.0019789044004384637,0.001983239511163415
pneumoconiosis_mortality,0.005409136086726107,0.005391953307396058,0.005467870065881231,0.0054467564869530305,0.005460719068081654
COPD_mortality,0.0034617263634801887,0.0034685222787799175,0.003619744020950666,0.0036105691237858784,0.0035274543100811684
chronic_respiratory_mortality,0.0038013756375692154,0.0038545581560341935,0.003611883985092157,0.003696149468968013,0.0037234376300964156
