,0,1,2,3,4
prediction_aligned_int_7,0.021781929507253106,0.02185938239902885,0.02156833265953184,0.02173327308766282,0.021762590462593434
rt_aligned_int_7,0.021601326905920093,0.022563814016979933,0.018634500838585977,0.020683368161736437,0.022718549221198092
prediction_aligned_int_14,0.07773149092554998,0.07634468845679843,0.07721645006414535,0.07702370850810647,0.07711629888639271
rt_aligned_int_14,0.03861957534505067,0.03827932578443349,0.03739656636652866,0.037535978257141056,0.03862804393633523
prediction_aligned_int_21,0.5275765353907046,0.5269262468932643,0.5136418060459429,0.5375763625231216,0.526330122043042
rt_aligned_int_21,0.06421011980491209,0.06412451058173685,0.06202558202904229,0.0634299393603126,0.06333101019858511
prediction_aligned_int_28,0.04424850976356931,0.04330934764747052,0.04322877774577649,0.043304159066889225,0.043377957722095406
rt_aligned_int_28,0.05221854394452541,0.05230243825304426,0.051933950834747944,0.051696311142477525,0.052273290675339146
totalTestResultsIncrease_norm,1.0270330757693145,1.0238064791519075,1.005073516005541,1.0177452248565835,1.0201446813927721
test_positivity,0.3540565891304912,0.35895354483992714,0.3539772946355555,0.3510716101463641,0.3570380279644436
fb_movement_change,0.007287517726661474,0.007017946288283783,0.007048985350970205,0.007161472855357065,0.007335128371078192
fb_stationary,0.1203737710833952,0.1182673664088052,0.11801665943348327,0.13631500130764673,0.11852211862041195
Diabetes_Prevalence_Both_Sexes,0.009821547302473532,0.009748896851423439,0.009434408455201493,0.009577378832728245,0.00975619481167922
Male_Obesity_%,0.0030510969477668404,0.0031408853616061716,0.003062370696460759,0.0030397435905032966,0.0031485195282541234
Female_Obesity_%,0.002076761361153867,0.002100599012389348,0.002103268249086354,0.0021202373542134056,0.0021167043579661815
life_expectancy,0.0009494412307884392,0.0009452072700375513,0.0009707709248311103,0.0009719392529292659,0.0009532593242074228
mortality_risk_0-5,0.002023598897011536,0.0020253547209077016,0.0021497151774942935,0.0019597314729554727,0.002060379580487104
mortality_risk_5-25,0.002025610689963875,0.0021060700396979826,0.002044210661899082,0.00211590797097172,0.002055573645682207
mortality_risk_25-45,0.00234283051168771,0.0023318939143213147,0.0023394329108732403,0.0022605561590540724,0.002307230362740831
mortality_risk_45-65,0.0012340790521291334,0.001257540343865493,0.0012169322608295285,0.0012416410292575009,0.0012095039528779994
mortality_risk_65-85,0.0026923529555981096,0.002631655627808871,0.0026671195291420036,0.002713000220608386,0.002683008381098695
tubercolosis_mortality,0.007823859738098293,0.00796085465088181,0.007960736484766695,0.008111002187317307,0.007750778756795085
AIDS_mortality,0.03214376941526775,0.03267625598602231,0.0329521637991651,0.03178029923944037,0.031914943739934976
diarrheal_mortality,0.006198391490027211,0.005990545398359748,0.006086771104110156,0.005735059160768441,0.006040773124646237
lower_respiratory_mortality,0.004885866864683286,0.005001924486778053,0.005055193292172078,0.004993169580984058,0.005031778938448528
meningitis_mortality,0.003672272909507668,0.0034826769686764347,0.003533290408684886,0.0034490935968845005,0.0033615453962704267
hepatitis_mortality,0.03957165402586893,0.0444798025183899,0.040610634602142204,0.04207982621367401,0.044934549736809326
other_resp_mortality,0.0037535303008388032,0.0036536050982191037,0.004250944517616206,0.00350570890980062,0.0037769392596510576
interstitial_lung_mortality,0.006426403562538097,0.006270741914968125,0.006327276812978178,0.006301660331674674,0.006196409618210441
asthma_mortality,0.005058358954931563,0.005159110851356008,0.005071914489843787,0.00508289822586816,0.005154280805366729
other_pneumoconiosis_mortality,0.00634574358023976,0.006623420029184812,0.006453334246474207,0.006430335120157227,0.006336558304201656
coal_pneumoconiosis_mortality,0.003730381539082339,0.0036438123374149534,0.0037093729521424645,0.003674874753799795,0.003607030202115169
asbestosis_mortality,0.004982320358524528,0.004788085752880034,0.00502802813020875,0.005286109216771306,0.004892732228893082
silicosis_mortality,0.0030977129852105545,0.0029102187879862518,0.0029115842010427606,0.0028789870994161415,0.0028819057277134075
pneumoconiosis_mortality,0.0036502898564957365,0.003634165004233747,0.0036718927685184255,0.003704831068218395,0.0036396475977586995
COPD_mortality,0.0032807318388909934,0.003169908723637982,0.003136867452044001,0.003245972193600899,0.0032922555818327703
chronic_respiratory_mortality,0.002629396902839143,0.0026695526533847547,0.002660947782923473,0.0026456501820731892,0.0027121290234798368
Socioeconomic Status,0.004031535253541496,0.004037130284431978,0.004104849939032595,0.004048472925109237,0.004052340469473448
Household Composition & Disability,0.004168021323537774,0.00423713830498007,0.0043435551683674856,0.004317271011406776,0.004218927055750665
Minority Status & Language,0.0061977075990300445,0.006244062336310252,0.006065007036464176,0.006167915042741279,0.006300258197817432
Housing Type & Transportation,0.005416977876751439,0.005496141477803307,0.005476413489451271,0.005577096048194896,0.00534531705768837
Epidemiological Factors,0.0035634272310980375,0.0035589922463588053,0.003598591395510331,0.0035775681646345037,0.0035492518811783835
Healthcare System Factors,0.0061058979367265565,0.005945909160611218,0.005973166544231301,0.006103448306335024,0.006055764669356534
POP_DENSITY,0.014325043584892394,0.014089663702165023,0.01431789354804558,0.014185005964117203,0.013995036261944316
BA_MALE,0.005149244461281621,0.005147055596516958,0.005208162988907139,0.005195074432147062,0.00514109850682587
BA_FEMALE,0.010565282905738105,0.010815602173564476,0.010736553467185161,0.010507305363590236,0.010432590523897112
IA_MALE,0.003974271986648903,0.003960878275231505,0.003942907067390422,0.00392513372335368,0.004058216334803744
IA_FEMALE,0.004527230674216121,0.004591627243158536,0.004550561539948927,0.004519819979780237,0.004559821139142661
NA_MALE,0.004664813180673466,0.004838266756873599,0.004931915779764595,0.004748161807644702,0.004756757568995629
NA_FEMALE,0.0042190012782220565,0.004213064599026706,0.004164230876624431,0.0041184748078615385,0.0042535002518105935
TOM_MALE,0.008197512680804375,0.009110910895740787,0.007062680616295891,0.008690257624383135,0.008117930347017133
TOM_FEMALE,0.002637752542222205,0.002692134601635976,0.002680743080228587,0.0026839226734689525,0.002650214965387976
H_MALE,0.0052976669446827,0.005296903795040775,0.005379466120409737,0.005347430207013559,0.0053795309500230815
H_FEMALE,0.005799723073696472,0.0059656782461772195,0.0057675514620909585,0.005686923176702607,0.005881841624256978
ELDERLY_POP,0.03238022210695468,0.03101491389990585,0.03408939192406257,0.032112304648272194,0.03100784531322265
Land Area,0.006859768127614574,0.0067874126421147984,0.006779680826263901,0.006921127711503772,0.006820042501903378
