,0,1,2,3,4
prediction_aligned_int_7,0.4809795137056372,0.47644308120103696,0.4719349004095875,0.46794014578392296,0.4814563617893828
rt_aligned_int_7,0.04872602932766523,0.049605312448978034,0.047161232032299605,0.04841212778605597,0.04917429468576562
prediction_aligned_int_14,0.15702322447399175,0.15901213034351236,0.15278639405163885,0.15180224819752586,0.16386315937678264
rt_aligned_int_14,0.01598808464722201,0.016001961347203997,0.01585390012881238,0.016269505249006833,0.01647971252567182
prediction_aligned_int_21,0.014093050074991065,0.013855854421345626,0.01391688758630083,0.014043252737739209,0.01379966002826949
rt_aligned_int_21,0.008189227522794162,0.008077641799909774,0.008233387101153622,0.008282988337882102,0.008310406116118219
prediction_aligned_int_28,0.014859542873083997,0.014660628235257933,0.014691890677796526,0.014596253036939677,0.014736785399936947
rt_aligned_int_28,0.01912543839754066,0.019131170801387265,0.018942736905804503,0.01868434954878817,0.018551749770543746
totalTestResultsIncrease_norm,1.10425619310834,1.0990646598364913,1.0971605337640944,1.10369800976136,1.1093073550856878
test_positivity,0.4682690745029304,0.46830346505533593,0.4662839208502614,0.46955084434025984,0.46959079741028054
fb_movement_change,0.009348619871891284,0.009528176609069794,0.009517447635797871,0.009353699448408692,0.009533625879099561
fb_stationary,0.010627106680931142,0.010776220915697743,0.010637522288787893,0.010856238773012006,0.010591809280355746
Diabetes_Prevalence_Both_Sexes,0.008409974278096866,0.008444425632483377,0.008100095877326186,0.009172955724070397,0.00811953218602024
Male_Obesity_%,0.0060563004267714105,0.006696796735710775,0.006737144901391323,0.006452424467011886,0.006429411780097483
Female_Obesity_%,0.0038043866543560068,0.004104725066351733,0.0038494138712745762,0.0038544271335615443,0.00419444682084813
life_expectancy,0.0012233653221831453,0.0012260182465831937,0.0012072051238634085,0.0012766025463682995,0.0012242691481617607
mortality_risk_0-5,0.0024931829864085486,0.0025296272391412966,0.0025160389247163018,0.002620701225574784,0.0025530422682685794
mortality_risk_5-25,0.0026312216009044542,0.0026516579683997232,0.0026668248769793346,0.0026144162933210424,0.0025998650523263445
mortality_risk_25-45,0.001522264210961799,0.0015363419464059502,0.0015781083462835799,0.0016183461535073107,0.0015996181663132658
mortality_risk_45-65,0.0026100838557079342,0.002569408628944281,0.002548226835262346,0.002638201375683158,0.002624626016065057
mortality_risk_65-85,0.0029466202119986518,0.0029639842597106725,0.0030381690919237814,0.002970076793148757,0.0029797784052999488
tubercolosis_mortality,0.014000930893459662,0.013572445371500819,0.013946070524260779,0.013730647142016772,0.014262029726303083
AIDS_mortality,0.03452909579696706,0.03532285755405684,0.03563258192983498,0.035631402169522874,0.03449326312903389
diarrheal_mortality,0.007944549840542159,0.008003485727590687,0.007811805553406992,0.007931965663000917,0.0076616423647499765
lower_respiratory_mortality,0.004753032658311951,0.004797528732900291,0.004702518385202081,0.004789517143066302,0.004794130886875525
meningitis_mortality,0.003313681126137058,0.003367137714381796,0.0033405717150870595,0.0032685238989146326,0.0033056718062394186
hepatitis_mortality,0.01851075741304964,0.018332823593448566,0.018109694398679155,0.0179614992139282,0.01824186857039367
other_resp_mortality,0.0026047075110552376,0.0025962019814402826,0.0025446253251022455,0.0025594438433318434,0.0025127328763807633
interstitial_lung_mortality,0.004099023650559697,0.0040000425872410705,0.004028023480577181,0.004078231468599869,0.004069841107021799
asthma_mortality,0.004974562260893656,0.0048889213755302086,0.004859120695550501,0.004944652820580542,0.005008994301260783
other_pneumoconiosis_mortality,0.003138060775448981,0.0031797037679005546,0.0031514975331616846,0.003192826357530598,0.0031861086140161365
coal_pneumoconiosis_mortality,0.00494947058891082,0.004897396188941694,0.004976079266487243,0.005004703363595153,0.0049791989398790815
asbestosis_mortality,0.005518383011346106,0.005332906010776295,0.005290657238586904,0.0051511994870396816,0.005445419509920835
