FIPS,life_expectancy,mortality_risk_0-5,mortality_risk_5-25,mortality_risk_25-45,mortality_risk_45-65,mortality_risk_65-85
40075,72.77,1.14,1.74,4.95,19.41,64.38
40077,75.63,0.96,1.22,3.96,16.09,55.25
40079,74.25,0.85,1.34,4.32,17.95,61.5
40081,75.51,0.89,1.23,3.86,15.71,58.23
40083,78.46,0.62,0.81,2.75,12.07,51.16
40085,75.7,0.94,1.23,4.0,15.42,56.89
40093,77.81,0.8,1.06,3.29,13.0,50.41
40095,76.31,0.9,1.17,3.68,15.07,55.15
40097,75.7,0.81,1.17,3.8,15.98,57.11
40087,76.38,0.84,1.09,3.29,13.92,57.78
40089,73.1,0.99,1.65,5.33,18.98,62.21
40091,74.72,1.12,1.4,4.52,17.51,56.38
40099,73.71,1.1,1.51,4.39,19.15,60.92
40101,73.99,0.98,1.38,4.37,18.38,61.18
40103,77.07,0.75,0.99,3.25,14.32,53.5
40105,76.22,0.81,1.14,3.65,15.04,55.65
40107,73.04,1.14,1.54,4.78,19.45,63.93
40109,75.85,0.9,1.01,3.78,15.8,56.6
40111,74.46,0.89,1.26,4.34,17.6,60.4
40113,77.93,0.69,1.07,3.16,13.16,50.01
40115,74.26,0.87,1.25,4.23,17.4,62.99
40117,74.82,0.91,1.38,4.15,16.63,59.66
40119,78.42,0.6,0.57,2.68,12.72,51.64
40121,74.46,1.03,1.39,4.53,17.38,59.35
40123,74.67,0.93,1.17,4.18,17.23,60.05
40125,74.89,0.89,1.14,4.02,16.99,60.19
40127,73.94,1.11,1.58,4.57,18.01,60.11
40129,77.18,0.88,1.23,3.49,13.71,51.19
40131,77.58,0.66,0.98,2.86,12.83,54.75
40133,72.75,1.18,1.61,5.19,20.46,62.19
40135,74.31,0.92,1.28,4.46,17.47,61.34
40137,75.45,0.83,1.2,3.88,15.52,59.49
40139,77.64,0.8,1.05,3.05,12.79,52.29
40141,74.95,1.0,1.26,4.13,16.73,58.86
40143,76.73,0.76,0.99,3.34,14.45,55.27
40145,77.67,0.65,1.05,2.94,12.65,54.1
40147,77.75,0.73,1.0,3.03,13.17,52.12
40149,76.46,0.89,1.19,3.65,14.54,54.75
40151,77.22,0.75,0.9,3.13,13.14,55.48
40153,76.49,0.86,1.12,3.55,14.2,55.54
41001,78.29,0.65,0.94,2.88,12.35,51.24
41003,82.08,0.38,0.38,1.62,7.83,42.83
41005,80.49,0.47,0.68,1.94,9.16,47.58
41007,78.33,0.58,0.86,2.91,12.17,51.43
41009,78.76,0.51,0.81,2.47,11.9,51.37
41011,76.83,0.68,1.05,3.32,14.42,54.73
41013,79.18,0.59,0.82,2.49,10.86,49.66
41015,76.8,0.85,1.29,3.7,14.35,52.13
41017,80.81,0.52,0.77,2.11,8.85,45.15
41019,77.71,0.66,1.05,3.12,13.28,51.79
41021,80.38,0.55,0.83,2.4,10.22,44.04
41023,79.74,0.57,0.8,2.42,10.61,46.84
41025,78.4,0.66,0.98,2.76,12.26,50.55
41027,80.34,0.48,0.68,2.15,9.69,47.15
41029,79.08,0.58,0.8,2.64,11.56,49.04
41031,77.25,0.87,1.37,3.81,13.15,51.17
41033,77.34,0.74,1.02,3.43,13.71,52.77
41035,76.95,0.79,1.08,3.48,13.72,54.28
41037,78.33,0.68,0.93,2.93,11.93,51.02
41039,79.22,0.56,0.66,2.52,11.28,49.4
41041,78.14,0.63,0.99,3.08,12.98,49.92
41043,77.93,0.63,0.89,2.77,12.89,53.04
41045,78.41,0.71,0.9,2.81,12.02,50.74
41047,78.97,0.62,0.79,2.52,11.69,49.52
41049,79.26,0.57,0.82,2.56,11.28,48.33
41051,78.96,0.55,0.67,2.59,12.23,49.08
41053,80.49,0.51,0.63,2.16,10.07,45.17
41055,80.22,0.58,0.75,2.42,11.0,43.78
41057,79.0,0.61,0.86,2.65,11.61,48.66
41059,78.47,0.63,0.89,2.62,12.29,50.81
41061,79.37,0.56,0.74,2.45,10.79,49.27
41063,80.42,0.55,0.79,2.34,9.71,45.06
41065,77.84,0.65,0.97,2.91,12.78,53.04
41067,81.69,0.43,0.54,1.53,8.24,43.92
41069,79.49,0.61,0.89,2.62,10.51,47.39
41071,79.77,0.51,0.7,2.16,10.46,48.67
42001,79.85,0.46,0.7,2.17,9.89,49.43
42003,78.5,0.65,0.64,2.58,12.53,51.24
42005,78.21,0.57,0.84,2.65,12.36,52.87
42007,78.39,0.59,0.77,2.51,12.24,52.38
42009,79.25,0.53,0.85,2.42,10.97,49.63
42011,79.61,0.58,0.72,2.36,10.43,48.78
42013,78.08,0.55,0.78,2.64,12.7,53.51
42015,78.72,0.54,0.87,2.52,11.56,51.71
42017,80.38,0.41,0.65,1.97,9.33,48.28
42019,79.25,0.5,0.7,2.15,10.76,51.43
42021,78.34,0.56,0.75,2.64,12.49,52.05
42023,79.2,0.53,0.74,2.68,11.41,48.63
42025,77.68,0.53,0.9,2.82,13.1,54.68
42027,81.86,0.39,0.29,1.48,8.21,44.06
42029,81.21,0.44,0.6,1.72,8.44,45.53
42031,78.27,0.53,0.68,2.67,12.3,53.46
42033,78.58,0.59,0.79,2.6,11.79,52.12
42035,78.58,0.54,0.67,2.48,12.14,52.3
42037,79.14,0.49,0.57,2.27,11.29,51.56
42039,78.05,0.65,0.79,2.66,12.25,54.07
42041,80.39,0.47,0.53,1.86,9.46,48.42
42043,78.77,0.67,0.73,2.45,11.94,50.61
42045,78.82,0.57,0.63,2.59,12.02,50.53
42047,79.04,0.52,0.83,2.38,11.28,51.0
42049,78.37,0.68,0.66,2.45,12.34,52.54
42051,76.99,0.68,0.98,3.12,14.26,54.8
42053,76.34,0.63,1.0,3.32,14.72,58.59
42055,79.82,0.52,0.7,2.09,10.57,48.42
42057,78.81,0.53,0.88,2.54,11.96,50.55
42059,77.2,0.68,0.89,2.96,13.73,55.15
42061,79.33,0.48,0.71,2.38,11.25,49.57
42063,79.08,0.59,0.61,2.38,11.11,51.02
42065,78.19,0.58,0.84,2.54,12.41,53.25
42067,79.7,0.53,0.76,2.36,10.13,48.84
42069,77.78,0.55,0.72,2.79,13.43,54.05
42071,80.51,0.58,0.64,1.96,9.47,46.41
42073,78.21,0.66,0.78,2.68,12.46,52.53
42075,80.02,0.49,0.67,2.07,10.3,47.9
42077,79.58,0.57,0.65,2.26,10.76,49.11
42079,77.53,0.55,0.77,2.88,13.64,54.53
42081,78.68,0.6,0.74,2.43,11.8,51.98
42083,77.63,0.6,0.82,2.66,13.21,55.06
42085,78.58,0.6,0.76,2.64,11.93,51.34
42087,79.04,0.6,0.75,2.37,11.24,50.69
42089,79.09,0.55,0.76,2.52,11.36,50.06
42091,80.85,0.47,0.57,1.87,9.19,45.9
42093,78.72,0.65,0.82,2.47,11.59,51.48
42095,80.08,0.51,0.56,2.03,10.32,47.86
42097,78.27,0.48,0.82,2.56,12.42,53.34
42099,78.01,0.56,0.87,2.54,12.34,54.8
42101,75.49,1.01,0.95,4.61,17.41,53.03
42103,81.12,0.39,0.72,2.14,9.56,42.54
42105,78.84,0.53,0.79,2.51,11.25,51.44
42107,77.18,0.56,0.95,2.97,13.94,55.37
42109,80.31,0.46,0.62,2.16,10.0,47.02
42111,78.56,0.57,0.93,2.58,11.8,51.34
42113,77.04,0.64,0.95,3.25,14.23,55.19
42115,78.27,0.56,0.98,2.83,11.9,52.62
42117,79.23,0.49,0.73,2.4,11.01,50.52
42119,81.3,0.42,0.51,1.91,8.64,44.51
42121,77.96,0.58,0.82,2.72,12.77,53.61
42123,78.49,0.59,0.88,2.46,11.71,52.59
42125,78.23,0.56,0.68,2.56,12.34,53.69
42127,77.97,0.53,0.92,2.92,12.59,53.15
42129,78.9,0.51,0.72,2.39,11.35,51.83
42131,78.19,0.56,0.82,2.71,11.88,53.94
42133,79.41,0.52,0.73,2.17,10.74,50.32
44001,81.16,0.32,0.46,1.79,8.82,46.12
44003,79.41,0.47,0.62,2.17,11.31,50.11
44005,81.15,0.38,0.47,1.73,9.27,45.28
44007,79.26,0.6,0.53,2.45,11.78,48.74
44009,81.14,0.41,0.49,1.88,8.93,45.24
45001,76.96,0.9,1.0,3.44,14.43,52.34
45003,77.12,0.77,1.02,3.4,13.88,53.33
45005,72.88,1.34,1.47,5.31,20.62,60.02
45007,76.32,0.84,1.11,3.53,14.96,55.89
45009,74.77,1.12,1.24,4.64,17.57,56.11
45011,73.94,1.08,1.49,4.57,17.86,60.66
45013,81.57,0.58,0.66,2.45,9.22,39.0
45015,77.76,0.69,0.92,2.73,13.1,53.33
45017,76.27,0.91,1.21,3.96,14.89,53.91
45019,78.4,0.78,0.71,3.07,12.87,48.9
45021,74.19,0.99,1.29,4.41,18.44,59.73
45023,73.64,1.16,1.42,4.73,19.44,59.78
45025,74.2,1.13,1.42,4.46,17.97,59.38
45027,75.31,1.04,1.24,4.36,16.64,54.94
45029,73.63,1.07,1.56,4.66,18.82,61.35
45031,73.67,1.11,1.39,4.7,18.73,61.35
45033,73.08,1.03,1.44,5.27,20.02,61.56
45035,78.28,0.62,0.87,2.76,11.97,52.48
45037,77.82,0.79,0.95,3.34,13.76,49.26
45039,73.79,1.06,1.44,4.77,18.41,60.96
45041,74.5,1.07,1.09,4.09,17.63,60.64
45043,77.24,0.95,1.19,3.84,13.85,49.75
45045,78.01,0.68,0.83,2.92,13.2,51.43
45047,76.97,0.91,0.92,3.41,14.88,52.24
45049,74.48,1.12,1.36,4.4,17.69,57.9
45051,77.02,0.82,1.04,3.76,14.26,52.05
45053,76.5,0.92,1.29,4.01,15.28,50.86
45055,76.4,0.79,1.13,3.81,14.99,54.48
45057,76.82,0.82,1.08,3.49,14.72,53.04
45059,74.53,1.0,1.21,4.46,17.66,58.7
45061,73.0,1.35,1.61,5.13,20.39,58.97
45063,78.02,0.64,0.89,2.82,12.45,53.18
45067,72.67,1.27,1.53,5.28,20.28,62.22
45069,72.02,1.24,1.52,5.55,21.73,64.12
45065,77.0,0.98,1.11,3.62,14.08,51.34
45071,76.34,0.87,1.06,3.67,15.86,53.59
45073,77.43,0.68,1.03,3.51,13.56,52.14
45075,74.2,1.09,1.22,5.14,18.46,56.97
45077,76.98,0.74,0.78,3.26,14.35,54.98
45079,77.36,0.75,0.68,3.22,14.11,53.16
45081,76.96,0.87,1.12,3.52,14.32,52.44
45083,75.68,0.8,1.05,3.72,16.28,57.71
45085,75.65,0.96,0.98,3.83,16.71,55.81
45087,74.05,1.01,1.29,4.35,18.6,61.14
45089,73.44,1.26,1.55,5.23,19.34,58.46
45091,77.4,0.74,0.84,2.78,13.7,54.57
46003,80.1,0.55,0.72,2.38,10.44,45.72
46005,79.39,0.56,0.84,2.43,11.16,48.07
46007,74.69,1.34,1.64,4.53,17.15,54.31
46009,81.3,0.49,0.7,2.23,9.64,40.8
46011,81.24,0.41,0.44,1.79,8.98,44.96
46013,80.12,0.51,0.64,2.08,10.42,47.01
46015,80.01,0.64,0.83,2.58,10.73,44.42
46017,69.05,1.54,2.2,6.61,24.78,74.81
46019,78.35,0.63,0.89,2.73,11.74,52.82
46021,82.04,0.5,0.69,2.1,9.39,38.4
46023,78.52,0.77,1.07,3.2,12.33,46.94
46025,80.05,0.52,0.78,2.43,10.5,45.72
46027,80.22,0.44,0.51,2.08,10.29,47.56
46029,80.06,0.5,0.68,2.13,10.76,46.65
46031,72.13,1.4,2.07,5.96,20.66,60.38
46033,79.99,0.66,0.9,2.64,10.07,45.1
46035,79.95,0.54,0.73,2.3,10.66,46.91
46037,78.94,0.6,0.86,2.82,12.12,48.08
46039,80.46,0.46,0.66,2.2,9.97,45.25
46041,71.02,1.53,2.11,6.19,21.91,64.15
46043,80.99,0.51,0.72,2.2,9.73,42.43
46045,80.72,0.53,0.72,2.28,9.71,43.73
46047,76.31,0.83,1.15,3.44,15.75,54.3
46049,81.09,0.48,0.66,2.08,9.42,42.29
46051,79.5,0.56,0.8,2.56,10.64,48.15
46053,79.18,0.7,0.95,2.7,11.58,47.0
46055,79.65,0.68,0.84,2.68,10.81,46.6
46057,79.24,0.53,0.74,2.49,11.38,49.7
46059,81.62,0.48,0.67,2.07,8.74,41.39
46061,81.18,0.49,0.67,2.1,8.89,43.27
46063,79.9,0.59,0.86,2.58,10.8,44.08
46065,80.0,0.66,0.82,2.34,9.94,46.3
46067,80.73,0.49,0.71,2.26,9.93,43.6
46069,79.67,0.63,0.83,2.64,10.63,46.77
46071,75.01,1.25,1.58,4.42,16.19,55.31
46073,81.16,0.52,0.73,2.26,9.68,41.55
46075,80.24,0.69,0.84,2.65,10.9,42.95
46077,79.22,0.52,0.74,2.43,10.99,50.31
46079,80.82,0.44,0.63,2.1,9.46,44.95
46081,80.72,0.53,0.65,2.06,9.61,44.61
46083,83.03,0.33,0.45,1.47,7.36,38.72
46085,77.49,0.87,1.18,3.37,13.44,50.33
46091,80.14,0.54,0.78,2.52,10.54,44.9
46087,79.17,0.52,0.77,2.57,11.45,49.12
46089,81.16,0.49,0.66,2.22,9.66,41.86
46093,79.22,0.61,0.85,2.54,11.19,48.49
46095,74.04,1.27,1.58,4.69,17.62,58.54
46097,80.25,0.45,0.71,2.27,10.64,45.59
46099,79.67,0.56,0.67,2.2,10.64,48.67
46101,80.33,0.46,0.71,2.24,10.25,46.03
46102,66.81,2.03,2.79,9.52,28.5,70.91
46103,80.43,0.65,0.74,2.27,10.23,43.9
46105,79.22,0.68,0.93,2.76,11.1,47.72
46107,79.79,0.62,0.85,2.56,10.65,45.62
46109,77.41,0.8,1.11,3.32,13.55,51.86
46111,80.26,0.49,0.74,2.43,10.49,44.95
46115,79.79,0.52,0.76,2.45,10.78,46.94
46117,79.43,0.7,0.94,2.69,10.99,45.94
46119,81.65,0.57,0.82,2.24,9.7,37.85
46121,68.51,1.83,2.7,8.05,25.15,67.98
46123,79.1,0.75,0.96,2.91,12.13,45.73
46125,80.28,0.47,0.7,2.2,10.46,45.79
46127,80.72,0.4,0.6,1.97,9.57,45.46
46129,78.14,0.67,0.93,2.96,12.41,51.39
46135,80.5,0.52,0.66,2.21,10.23,44.55
46137,76.39,1.04,1.42,3.92,14.43,52.24
47001,76.68,0.71,1.07,3.44,14.48,55.21
47003,75.35,0.87,1.18,3.75,16.22,58.94
47005,73.36,1.11,1.52,5.06,19.03,61.21
47007,76.57,0.77,1.1,3.46,14.55,55.22
47009,77.37,0.64,0.92,3.12,13.29,54.98
47011,76.59,0.72,0.9,3.31,14.71,56.36
47013,74.12,0.9,1.25,4.46,18.45,61.33
47015,75.4,0.79,1.19,3.73,16.19,59.45
47017,73.69,1.01,1.38,4.44,18.77,62.82
47019,76.26,0.76,0.93,3.4,15.51,56.79
47021,75.52,0.72,1.13,3.48,15.76,60.48
47023,76.51,0.87,1.01,3.5,14.6,55.53
47025,73.72,0.87,1.24,4.5,18.65,63.58
47027,74.53,0.93,1.28,4.53,17.4,59.92
47029,73.27,0.96,1.35,5.09,19.15,63.39
47031,74.92,0.86,1.19,4.08,16.91,60.15
47033,75.32,0.95,1.29,3.99,16.41,57.47
47035,77.63,0.75,1.09,3.69,13.84,49.21
47037,76.84,0.77,0.89,3.32,15.0,53.74
47041,74.05,0.92,1.4,4.69,17.75,61.78
47039,74.28,1.07,1.47,4.72,17.15,60.23
47043,75.92,0.74,1.18,3.39,15.68,57.98
47045,74.73,1.03,1.24,3.96,17.0,60.11
47047,76.83,0.91,1.33,3.76,13.94,51.94
47049,73.43,0.99,1.42,4.56,19.31,63.28
47051,76.62,0.69,0.98,3.48,15.16,55.12
47053,74.14,1.02,1.28,4.43,18.12,60.93
47055,75.68,0.78,1.19,3.85,15.64,58.24
47057,74.62,0.87,1.28,4.17,16.58,62.32
47059,75.23,0.83,1.21,3.84,16.35,59.49
47061,72.46,1.09,1.75,5.57,20.44,64.0
47063,75.02,0.79,1.15,3.92,16.58,60.8
47065,77.45,0.75,0.81,3.22,13.96,52.3
47067,73.35,1.03,1.47,4.59,19.08,63.22
47069,74.65,1.1,1.44,4.39,17.29,57.35
47071,73.96,0.99,1.5,4.92,18.22,59.99
47073,75.38,0.78,1.13,3.73,15.84,60.28
47075,74.64,1.19,1.41,4.44,17.26,57.23
47077,74.34,0.99,1.41,4.38,17.48,60.68
47079,74.68,0.91,1.32,4.24,17.23,59.99
47081,75.16,0.84,1.17,3.76,16.73,59.44
47083,75.11,0.87,1.22,3.89,16.42,59.75
47085,75.13,0.87,1.27,3.91,15.96,60.28
47087,74.03,0.91,1.39,4.57,18.38,61.02
47089,76.3,0.71,1.02,3.62,14.7,57.32
47091,75.76,0.83,1.25,3.94,15.41,57.1
47093,76.83,0.65,0.77,3.23,14.76,55.85
47095,72.81,1.1,1.4,4.42,21.02,64.26
47097,74.28,1.11,1.35,4.13,17.93,60.29
47099,75.33,0.8,1.25,3.92,16.21,59.07
47101,74.96,0.9,1.29,3.95,16.97,59.12
47103,75.84,0.79,1.1,3.65,15.68,58.19
47105,77.92,0.65,0.93,3.2,12.79,51.79
47111,74.14,0.88,1.29,4.29,17.64,63.04
47113,76.53,0.88,0.98,3.55,15.01,54.23
47115,74.61,0.83,1.31,4.06,17.69,60.65
47117,76.0,0.77,1.11,3.42,15.2,58.35
47119,76.37,0.65,1.04,3.24,14.85,57.68
47107,75.34,0.74,1.18,3.93,16.17,59.61
47109,73.78,1.02,1.57,4.53,18.2,62.23
47121,74.04,0.98,1.35,4.58,17.33,62.58
47123,75.76,0.82,1.21,3.84,15.44,57.47
47125,76.66,0.74,0.86,2.81,14.64,57.72
47127,79.03,0.61,0.8,2.62,11.1,50.21
47129,75.69,0.78,1.12,3.54,15.83,59.18
47131,75.28,0.85,1.15,3.82,15.99,60.18
47133,74.29,0.91,1.39,4.33,17.4,61.5
47135,74.24,0.97,1.53,4.39,17.46,61.16
47137,76.18,0.85,1.15,3.64,14.76,56.51
47139,74.55,0.94,1.31,4.18,16.62,61.55
47141,76.41,0.68,0.79,3.5,15.13,57.16
47143,75.18,0.93,1.19,3.78,16.61,58.6
47145,76.09,0.75,1.11,3.77,15.15,56.4
47147,75.68,0.71,1.13,3.49,15.77,59.79
47149,78.03,0.61,0.68,2.46,12.93,53.96
47151,73.4,0.96,1.32,4.41,19.33,63.86
47153,75.92,0.84,1.26,3.7,15.21,56.57
47155,76.67,0.74,1.04,3.44,14.64,55.37
47157,75.75,1.08,1.02,3.91,15.85,55.7
47159,74.71,0.85,1.19,3.87,16.94,62.15
47161,74.91,0.9,1.28,3.96,16.82,60.21
47163,76.42,0.75,0.99,3.41,14.78,56.95
47165,78.0,0.59,0.91,2.66,12.44,53.77
47167,75.24,0.96,1.16,3.66,15.82,60.7
47169,73.84,0.92,1.35,4.38,18.1,63.68
47171,74.98,0.96,1.28,4.11,16.33,59.61
47173,74.69,0.85,1.31,3.99,17.31,60.19
47175,75.93,0.91,1.24,3.76,14.92,56.44
47177,74.99,0.8,1.18,3.92,16.75,60.47
47179,76.49,0.77,0.86,3.37,14.99,56.38
47181,75.44,0.94,1.32,3.89,16.51,56.28
47183,76.77,0.72,0.8,3.27,14.74,55.91
47185,74.52,0.9,1.28,4.24,17.11,61.33
47187,81.86,0.36,0.61,1.5,7.3,44.7
47189,77.68,0.58,0.97,2.72,12.56,55.49
48001,73.41,0.93,1.32,4.21,20.9,61.87
48003,76.46,0.83,1.11,3.33,14.18,57.43
48005,76.06,0.78,1.19,3.63,15.29,56.51
48007,76.03,0.94,1.29,4.24,15.39,53.26
48009,79.29,0.62,0.91,2.71,11.44,47.4
48011,77.22,0.8,1.1,3.28,13.47,53.47
48013,77.73,0.65,0.99,3.12,13.29,52.13
48015,78.19,0.69,1.03,3.06,12.28,50.56
48017,78.22,0.66,0.91,2.9,11.81,52.55
48019,79.9,0.63,0.89,2.66,10.93,44.1
48021,77.47,0.66,1.06,3.13,13.58,53.03
48023,76.33,0.8,1.06,3.53,15.05,55.98
48025,77.87,0.64,0.92,2.81,13.66,51.31
48027,77.91,0.76,0.89,2.65,13.2,52.1
48029,78.65,0.61,0.82,2.88,12.21,49.58
48031,79.47,0.64,0.95,2.67,11.03,46.37
48033,79.62,0.65,0.86,2.65,11.13,45.9
48035,76.7,0.74,1.15,3.45,14.56,54.67
48037,75.69,0.77,1.16,3.63,16.04,57.73
48039,78.1,0.54,0.89,2.51,12.42,53.83
48041,79.92,0.49,0.4,2.2,10.79,48.25
48043,80.19,0.57,0.76,2.48,10.48,44.83
48045,77.56,0.74,1.05,3.17,12.94,53.77
48047,76.41,0.74,1.21,3.83,15.01,54.43
48049,75.63,0.84,1.05,3.7,16.18,57.84
48051,77.78,0.68,1.01,3.2,13.62,49.9
48053,78.87,0.64,0.99,2.99,11.84,47.47
48055,77.98,0.62,0.88,2.93,13.18,51.77
48057,77.26,0.72,1.1,3.39,13.17,53.5
48059,76.76,0.74,1.08,3.36,14.01,55.0
48061,80.14,0.56,0.76,2.51,10.77,44.09
48063,74.55,1.04,1.54,4.43,17.26,58.33
48065,77.85,0.78,0.98,3.08,12.75,51.47
48067,75.73,0.85,1.37,3.85,15.92,55.9
48069,78.56,0.65,0.85,2.8,12.01,50.48
48071,77.12,0.69,1.04,3.11,13.49,55.08
48073,76.24,0.78,1.2,3.83,15.01,55.13
48075,76.57,0.78,1.04,3.24,14.33,56.83
48077,77.57,0.71,0.98,2.98,12.83,54.17
48079,75.93,0.81,1.12,3.55,15.22,57.58
48081,76.65,0.8,1.11,3.44,14.01,56.33
48083,75.58,0.86,1.23,3.94,15.6,57.5
48085,82.0,0.37,0.58,1.31,7.23,44.67
48087,75.65,0.95,1.24,3.71,15.33,57.69
48089,77.07,0.79,1.12,3.54,13.81,53.0
48091,79.82,0.53,0.81,2.53,10.21,47.38
48093,77.17,0.77,1.08,3.29,13.47,53.96
48095,78.37,0.65,0.9,2.77,12.84,50.0
48097,77.22,0.75,1.08,3.31,13.89,53.08
48099,77.88,0.59,0.63,2.32,13.04,55.49
48101,77.46,0.77,1.04,3.07,13.75,52.1
48103,75.88,0.8,1.12,3.44,14.26,60.43
48105,77.17,0.73,1.03,3.28,13.3,55.22
48107,77.03,0.72,0.95,3.21,13.83,55.46
48109,78.67,0.75,0.96,3.04,11.67,47.95
48111,75.6,0.94,1.28,3.6,15.78,58.47
48113,78.29,0.64,0.88,2.94,12.7,50.36
48115,76.97,0.76,1.01,3.42,14.18,53.55
48123,77.27,0.69,1.1,3.27,13.91,52.94
48117,77.58,0.85,1.02,3.09,12.76,52.75
48119,75.54,0.91,1.19,3.87,15.68,59.13
48121,80.8,0.41,0.55,1.55,8.68,48.49
48125,77.23,0.73,1.09,3.35,13.68,52.57
48127,77.8,0.74,1.04,3.24,13.83,49.68
48129,76.46,0.85,1.08,3.6,15.24,54.73
48131,76.64,0.72,1.16,3.69,14.91,53.74
48133,75.33,0.93,1.18,3.7,16.52,58.41
48135,75.07,0.77,1.22,3.92,16.83,59.74
48137,79.51,0.66,0.87,2.75,10.9,46.13
48141,79.79,0.55,0.69,2.39,10.73,47.1
48139,77.77,0.61,0.91,2.68,12.51,54.96
48143,78.45,0.64,0.73,2.68,12.34,51.62
48145,76.13,0.86,1.11,3.52,15.92,55.14
48147,75.87,0.74,1.14,3.43,15.16,59.26
48149,79.26,0.63,0.95,2.72,11.19,47.25
48151,77.71,0.74,1.0,3.13,13.37,51.09
48153,78.25,0.69,0.88,2.89,12.41,50.6
48155,77.59,0.76,0.97,3.19,14.26,50.64
48157,81.84,0.39,0.65,1.66,7.77,43.22
48159,77.83,0.78,1.03,3.08,13.08,50.99
48161,76.14,0.91,1.26,3.88,15.08,54.88
48163,77.75,0.67,1.02,3.35,13.37,50.96
48165,77.94,0.68,0.99,2.96,12.9,51.89
48167,77.22,0.64,0.96,3.28,13.76,54.01
48169,76.17,0.81,1.17,3.57,14.77,57.38
48171,81.04,0.56,0.75,2.36,9.46,41.64
48173,79.81,0.64,0.83,2.66,10.52,44.97
48175,79.36,0.6,0.89,2.73,11.6,46.24
48177,77.05,0.77,1.19,3.66,14.2,51.9
48179,75.4,0.96,1.2,3.82,15.86,58.07
48181,76.47,0.67,1.07,3.44,14.98,55.9
48183,75.51,0.86,1.21,3.93,16.14,57.39
48185,76.19,0.78,1.14,3.42,15.62,56.13
48187,79.71,0.53,0.79,2.45,10.7,47.3
48189,77.9,0.65,0.87,2.79,12.79,53.14
48191,76.23,0.83,1.12,3.4,14.78,56.53
48193,76.74,0.79,1.1,3.52,14.37,54.49
48195,76.97,0.79,1.1,3.31,13.47,54.54
48197,77.33,0.83,1.0,3.29,13.8,52.19
48199,75.8,0.77,1.21,3.65,15.03,58.96
48201,78.74,0.58,0.85,2.88,11.97,49.36
48203,75.88,0.86,1.15,3.85,15.56,56.19
48205,80.59,0.61,0.74,2.27,9.24,44.79
48207,76.87,0.76,1.02,3.38,14.57,54.18
48209,80.56,0.43,0.51,2.05,9.7,46.75
48211,77.46,0.76,1.02,3.12,13.2,53.07
48213,75.33,0.8,1.35,4.28,16.49,56.94
48215,80.97,0.54,0.72,2.21,10.08,41.53
48217,76.59,0.78,1.13,3.47,15.22,53.9
48219,76.82,0.7,1.05,3.22,14.17,56.13
48221,78.13,0.68,0.94,3.12,12.4,51.29
48223,76.79,0.72,1.18,3.43,14.55,54.22
48225,75.67,0.84,1.32,3.91,16.07,55.9
48227,74.89,0.91,1.24,3.96,16.8,60.43
48229,81.14,0.56,0.74,2.32,9.58,40.38
48231,75.95,0.76,1.11,3.76,16.01,56.16
48233,75.51,0.9,1.17,3.66,16.12,58.12
48235,79.53,0.66,0.93,2.72,11.11,45.7
48237,76.73,0.79,1.1,3.37,14.38,55.28
48239,77.26,0.73,1.1,3.07,14.28,52.5
48241,75.48,0.92,1.34,4.06,15.6,57.39
48243,82.06,0.55,0.75,2.15,8.95,37.87
48245,75.91,0.81,1.06,3.95,15.72,55.98
48247,77.19,0.79,1.11,3.39,13.82,53.01
48249,76.45,0.68,1.11,3.81,15.0,54.99
48251,76.92,0.71,0.99,2.88,13.8,56.99
48253,76.82,0.71,1.01,3.3,14.46,54.82
48255,77.02,0.69,1.1,3.35,14.35,53.57
48257,75.91,0.69,1.15,3.39,15.38,58.89
48259,80.13,0.54,0.82,2.39,9.52,47.21
48261,76.92,0.8,1.25,3.31,14.26,50.9
48263,77.32,0.74,0.94,3.29,13.94,52.75
48265,78.76,0.65,0.95,3.1,12.47,46.94
48267,77.98,0.73,0.99,3.05,12.92,50.72
48269,78.22,0.74,0.95,2.96,12.42,50.4
48271,79.7,0.62,0.93,2.84,11.28,43.93
48273,77.66,0.64,0.76,2.97,13.55,53.79
48275,77.49,0.74,0.9,3.11,14.17,52.04
48283,77.75,0.66,1.09,3.17,13.13,51.39
48277,75.51,0.79,1.18,3.69,16.24,58.16
48279,76.63,0.78,1.13,3.53,14.63,54.47
48281,77.29,0.74,1.01,3.21,13.79,53.1
48285,78.91,0.62,0.93,2.83,11.85,48.38
48287,78.38,0.68,1.06,3.04,12.29,49.49
48289,76.08,0.86,1.36,3.96,15.73,53.86
48291,74.16,0.88,1.32,4.05,18.06,62.36
48293,74.62,0.88,1.4,4.45,17.67,58.24
48295,77.82,0.75,1.1,3.16,12.56,51.35
48297,79.44,0.63,0.91,2.81,11.15,45.73
48299,79.32,0.7,0.95,3.01,11.29,45.44
48301,73.85,1.01,1.68,3.57,17.03,65.15
48303,76.86,0.72,0.75,3.33,14.59,55.44
48305,77.04,0.74,1.04,3.32,13.99,54.21
48313,76.68,0.8,1.01,3.39,14.15,55.31
48315,74.22,1.1,1.53,4.58,18.04,58.7
48317,76.64,0.76,1.01,3.31,13.8,57.54
48319,79.78,0.63,0.89,2.59,10.6,45.75
48321,76.67,0.75,1.09,3.41,14.97,54.34
48323,79.18,0.57,0.97,2.77,10.83,48.31
48307,76.46,0.78,1.11,3.45,14.82,55.57
48309,77.24,0.72,0.77,3.25,14.63,52.84
