State,State Abbreviation,County,FIPS,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Epidemiological Factors,Healthcare System Factors,CCVI Score
Virginia,VA,Carroll,51035,0.603629417,0.631645973,0.35116205,0.185291309,0.857370264,0.780961477,0.753263
Texas,TX,Waller,48473,0.669531996,0.156638013,0.959885387,0.819802611,0.230818211,0.76345113,0.752945
Virginia,VA,Patrick,51141,0.792741165,0.664438077,0.435530086,0.362304998,0.545367717,0.780643107,0.752627
Alabama,AL,Mobile,01097,0.607131487,0.420566699,0.662209487,0.210124164,0.922317733,0.613498886,0.752308
Oregon,OR,Lake,41037,0.739891754,0.813753582,0.475644699,0.973256925,0.781279847,0.232091691,0.75199
Virginia,VA,Dickenson,51051,0.87997453,0.7669532,0.017191977,0.683540274,0.485514167,0.904170646,0.751671
North Dakota,ND,Sioux,38085,0.986628462,0.685132124,0.861827443,0.988857052,0.086914995,0.320916905,0.751353
Kentucky,KY,Lewis,21135,0.951607768,0.818529131,0.006685769,0.197389366,0.702642471,0.82171283,0.751035
Tennessee,TN,Jefferson,47089,0.658389048,0.64692773,0.357847819,0.485195798,0.751671442,0.682585164,0.750716
Texas,TX,Henderson,48213,0.632282713,0.689907673,0.666348297,0.446991404,0.608086597,0.656478828,0.750398
Ohio,OH,Adams,39001,0.887933779,0.978350844,0.044253422,0.684495384,0.285259472,0.872333652,0.75008
Louisiana,LA,West Baton Rouge,22121,0.551735116,0.493155046,0.615727475,0.320598535,0.863737663,0.664119707,0.749761
North Carolina,NC,Clay,37043,0.363260108,0.303088188,0.23782235,0.662846227,0.899076727,0.983444763,0.749443
Texas,TX,Pecos,48371,0.662846227,0.064629099,0.985036613,0.718879338,0.4110156,0.64979306,0.749124
Missouri,MO,Cedar,29039,0.874243871,0.974530404,0.025469596,0.487742757,0.58834766,0.610315186,0.748806
Georgia,GA,Pierce,13229,0.802292264,0.899713467,0.52690226,0.333651703,0.191977077,0.973575294,0.748488
Georgia,GA,Bibb,13021,0.723018147,0.582935371,0.797835084,0.418338109,0.966571156,0.315822986,0.748169
Kansas,KS,Allen,20001,0.478828399,0.847819166,0.074816937,0.635148042,0.815027061,0.733205985,0.747851
Texas,TX,Van Zandt,48467,0.594715059,0.746895893,0.566061764,0.405921681,0.559375995,0.798471824,0.747533
Arkansas,AR,Hot Spring,05059,0.76536135,0.863419293,0.400191022,0.29321872,0.636421522,0.652658389,0.747214
Oklahoma,OK,Ottawa,40115,0.828080229,0.984718243,0.746577523,0.927411652,0.643107291,0.077363897,0.746896
Arkansas,AR,Izard,05065,0.864374403,0.365170328,0.146768545,0.76536135,0.566380134,0.869468322,0.746578
North Carolina,NC,Brunswick,37019,0.377268386,0.344794651,0.489971347,0.202483286,0.959885387,0.970391595,0.746259
Michigan,MI,Montmorency,26119,0.831900669,0.574021012,0.070996498,0.328239414,0.729703916,0.82617001,0.745941
Texas,TX,Sterling,48431,0.086596625,0.995542821,0.725565107,0.421203438,0.47118752,0.827761859,0.745622
Tennessee,TN,Marshall,47117,0.605221267,0.8220312,0.488697867,0.277936963,0.838904807,0.670487106,0.745304
Virginia,VA,Norton City,51720,0.978032474,0.994587711,0.094874244,0.992677491,0.515122572,0.179879019,0.744986
Arizona,AZ,Gila,04007,0.737026425,0.758038841,0.748806113,0.565425024,0.443489335,0.606813117,0.744667
Alabama,AL,Clay,01027,0.788920726,0.719197708,0.388411334,0.262018465,0.8834766,0.577204712,0.744349
Texas,TX,Johnson,48251,0.382362305,0.219675263,0.805794333,0.162368672,0.989812162,0.657115568,0.744031
Louisiana,LA,Plaquemines,22075,0.496975486,0.494110156,0.775867558,0.616682585,0.662209487,0.568290353,0.743712
Tennessee,TN,Montgomery,47125,0.430117797,0.41133397,0.70296084,0.079274117,0.978987584,0.699140401,0.743394
Missouri,MO,Oregon,29149,0.759630691,0.932505571,0.028653295,0.575612862,0.501114295,0.88252149,0.743075
Kansas,KS,Montgomery,20125,0.551098376,0.934097421,0.497930595,0.504934734,0.840496657,0.483285578,0.742757
Kansas,KS,Lyon,20111,0.465456861,0.195160777,0.742438714,0.886660299,0.971665075,0.461954791,0.742439
Idaho,ID,Owyhee,16073,0.805794333,0.904807386,0.937917861,0.948105699,0.05858007,0.403693091,0.74212
Louisiana,LA,St. Mary,22101,0.835721108,0.70837313,0.789557466,0.807386183,0.851002865,0.135943967,0.741802
Mississippi,MS,Tishomingo,28141,0.929321872,0.814390322,0.106972302,0.795924865,0.621776504,0.485514167,0.741484
South Carolina,SC,Saluda,45081,0.7637695,0.627507163,0.892709328,0.23400191,0.35339064,0.636421522,0.741165
Arizona,AZ,Graham,04009,0.782553327,0.462273161,0.896211398,0.914358485,0.479783508,0.318688316,0.740847
Illinois,IL,White,17193,0.553645336,0.94237504,0.145495065,0.789557466,0.344794651,0.981216173,0.740528
Nevada,NV,Nye,32023,0.666348297,0.4141993,0.680038204,0.386501114,0.617000955,0.702324101,0.74021
Texas,TX,Anderson,48001,0.597580388,0.297357529,0.848455906,0.666348297,0.790194206,0.452722063,0.739892
Texas,TX,Polk,48373,0.76472461,0.724928367,0.802610634,0.713148679,0.511620503,0.425342248,0.739573
Tennessee,TN,Hawkins,47073,0.776185928,0.874562241,0.163005412,0.315822986,0.641833811,0.730022286,0.739255
Florida,FL,Monroe,12087,0.102833493,0.05666985,0.852594715,0.837312958,0.984081503,0.702005731,0.738937
Kentucky,KY,Bourbon,21017,0.679719834,0.728748806,0.726838586,0.374403056,0.948742439,0.324418975,0.738618
Mississippi,MS,Choctaw,28019,0.948105699,0.889207259,0.379815345,0.784781917,0.711556829,0.283667622,0.7383
Kentucky,KY,Harlan,21095,0.970073225,0.910219675,0.062082139,0.753900032,0.887297039,0.268385864,0.737982
Tennessee,TN,Hardin,47071,0.807704553,0.82362305,0.261700096,0.189111748,0.818847501,0.70678128,0.737663
Arkansas,AR,Columbia,05027,0.88283986,0.666348297,0.717605858,0.896211398,0.127984718,0.617000955,0.737345
Alabama,AL,Clarke,01025,0.944285259,0.657752308,0.607449857,0.756128621,0.087870105,0.892709328,0.737026
Louisiana,LA,West Feliciana,22125,0.594396689,0.161731933,0.730022286,0.818210761,0.931868832,0.457497612,0.736708
Virginia,VA,Grayson,51077,0.858643744,0.391913403,0.392550143,0.662527857,0.496657116,0.769818529,0.73639
Illinois,IL,Mason,17125,0.624960204,0.82585164,0.011461318,0.132760267,0.927093282,0.864692773,0.736071
Alabama,AL,Lee,01081,0.498248965,0.219356893,0.697866921,0.283985992,0.861190704,0.815027061,0.735753
Missouri,MO,Dallas,29059,0.719516078,0.983763133,0.249602038,0.547277937,0.340655842,0.810888252,0.735435
Texas,TX,Madison,48313,0.615409105,0.444126074,0.891117479,0.780643107,0.262336835,0.736708055,0.735116
New York,NY,Franklin,36033,0.591212989,0.492518306,0.384909265,0.802292264,0.795288125,0.558102515,0.734798
Illinois,IL,Vermilion,17183,0.616682585,0.737344795,0.47150589,0.286532951,0.694046482,0.890799109,0.734479
New York,NY,Livingston,36051,0.337790513,0.150588984,0.328239414,0.769818529,0.924227953,0.984718243,0.734161
Illinois,IL,Cook,17031,0.440305635,0.102833493,0.930276982,0.331423114,0.982171283,0.546959567,0.733843
Michigan,MI,Sanilac,26151,0.688952563,0.738618274,0.262018465,0.676217765,0.453677173,0.914676855,0.733524
North Dakota,ND,Benson,38005,0.788283986,0.790830946,0.714740528,0.64469914,0.515440942,0.483603948,0.733206
Arkansas,AR,Stone,05137,0.88252149,0.787647246,0.081502706,0.506526584,0.565425024,0.725246737,0.732888
Louisiana,LA,East Feliciana,22037,0.798153454,0.35211716,0.742757084,0.893982808,0.947468959,0.17860554,0.732569
Missouri,MO,Carroll,29033,0.683540274,0.709328239,0.170646291,0.425660618,0.849411016,0.7086915,0.732251
Michigan,MI,Missaukee,26113,0.643744031,0.814071952,0.262336835,0.747214263,0.456860872,0.807704553,0.731933
Colorado,CO,Conejos,08021,0.929958612,0.983444763,0.937599491,0.955746578,0.049347342,0.2362305,0.731614
Colorado,CO,Prowers,08099,0.755491882,0.927093282,0.916905444,0.919134034,0.034702324,0.47277937,0.731296
Ohio,OH,Highland,39071,0.751671442,0.851321235,0.186564788,0.425342248,0.635784782,0.696911812,0.730977
Alaska,AK,Bethel,02050,0.93982808,0.539637058,0.972938555,0.99745304,0.231136581,0.030881885,0.730659
Texas,TX,Edwards,48137,0.383635785,0.403374721,0.952881248,0.41197071,0.459726202,0.58548233,0.730341
Missouri,MO,Hickory,29085,0.816937281,0.654250239,0.270932824,0.167462592,0.64438077,0.82489653,0.730022
Oregon,OR,Gilliam,41021,0.627507163,0.923909583,0.539637058,0.914040115,0.452722063,0.462591531,0.729704
Kentucky,KY,Grant,21081,0.5858007,0.853549825,0.074498567,0.693091372,0.701050621,0.658707418,0.729386
Kentucky,KY,Pendleton,21191,0.639605221,0.596625279,0.096466094,0.676854505,0.748487743,0.746577523,0.729067
New Mexico,NM,Roosevelt,35041,0.890799109,0.435530086,0.93887297,0.775867558,0.021330786,0.737026425,0.728749
New York,NY,Wayne,36117,0.387774594,0.415791149,0.331423114,0.614772365,0.759312321,0.980897803,0.72843
Alabama,AL,Morgan,01103,0.526265521,0.475644699,0.614772365,0.229863101,0.833174148,0.811206622,0.728112
Texas,TX,Jones,48253,0.519898122,0.990130532,0.810569882,0.477873289,0.329194524,0.673034066,0.727794
Ohio,OH,Noble,39121,0.632601082,0.509391913,0.2362305,0.41292582,0.718560968,0.8834766,0.727475
Tennessee,TN,Hickman,47081,0.7669532,0.636103152,0.266475645,0.200573066,0.778096148,0.70455269,0.727157
Missouri,MO,Daviess,29061,0.491563196,0.769818529,0.258516396,0.951289398,0.337472143,0.869786692,0.726839
Arkansas,AR,Pope,05115,0.732569245,0.58834766,0.553645336,0.431391277,0.638331741,0.613180516,0.72652
Kansas,KS,Chautauqua,20019,0.76408787,0.974212034,0.335880293,0.977714104,0.636739892,0.224769182,0.726202
Kentucky,KY,Bracken,21023,0.739573384,0.23750398,0.143266476,0.635466412,0.88124801,0.724609997,0.725883
Georgia,GA,Rockdale,13247,0.578796562,0.268704234,0.913721745,0.068767908,0.642152181,0.856415154,0.725565
Tennessee,TN,Claiborne,47025,0.917860554,0.556192295,0.214262974,0.608723337,0.905444126,0.435848456,0.725247
Illinois,IL,Boone,17007,0.502387775,0.373129577,0.836676218,0.207895575,0.596943649,0.961158867,0.724928
Texas,TX,Titus,48449,0.838586437,0.818847501,0.968481375,0.690862783,0.250557147,0.264247055,0.72461
South Carolina,SC,Marion,45067,0.94141993,0.901623687,0.770455269,0.758357211,0.498885705,0.207258835,0.724292
Georgia,GA,Heard,13149,0.801018784,0.688634193,0.477236549,0.627507163,0.324737345,0.887615409,0.723973
Texas,TX,Hopkins,48223,0.593123209,0.828080229,0.802929004,0.379178606,0.796561605,0.334925183,0.723655
Tennessee,TN,Trousdale,47169,0.895256288,0.219038523,0.376313276,0.397007323,0.82362305,0.681948424,0.723337
Kentucky,KY,Johnson,21115,0.914676855,0.600127348,0.100286533,0.88315823,0.894937918,0.35402738,0.723018
South Carolina,SC,Fairfield,45039,0.867558103,0.53135944,0.741483604,0.724609997,0.394141993,0.513530723,0.7227
Mississippi,MS,Stone,28131,0.730022286,0.592486469,0.35561923,0.771728749,0.58548233,0.634511302,0.722381
Florida,FL,St. Lucie,12111,0.595351799,0.371219357,0.891754218,0.251830627,0.494746896,0.739255014,0.722063
Louisiana,LA,Vermilion,22113,0.776504298,0.727156956,0.632601082,0.787010506,0.461954791,0.495383636,0.721745
Pennsylvania,PA,Fulton,42057,0.536134989,0.601719198,0.014008278,0.281439032,0.953199618,0.870423432,0.721426
Kansas,KS,Elk,20049,0.734479465,0.82394142,0.076727157,0.70487106,0.600445718,0.631645973,0.721108
Tennessee,TN,Hamblen,47063,0.815027061,0.736389685,0.672715696,0.416109519,0.848455906,0.336517033,0.72079
Texas,TX,Reagan,48383,0.655523719,0.157274753,0.991085642,0.305635148,0.345749761,0.581025151,0.720471
Georgia,GA,Lee,13177,0.544412607,0.220630372,0.492518306,0.243871379,0.8220312,0.933460681,0.720153
Tennessee,TN,Union,47173,0.950015918,0.695638332,0.129576568,0.7637695,0.280165552,0.816937281,0.719834
Michigan,MI,Wayne,26163,0.663482967,0.442852595,0.776504298,0.165552372,0.890162369,0.533269659,0.719516
Mississippi,MS,Hancock,28045,0.70709965,0.815027061,0.339063992,0.515122572,0.893664438,0.464183381,0.719198
Illinois,IL,Massac,17127,0.685768863,0.834129258,0.277300223,0.658707418,0.358802929,0.948105699,0.718879
North Carolina,NC,Pasquotank,37139,0.602355938,0.312002547,0.720471188,0.594078319,0.519898122,0.848137536,0.718561
Illinois,IL,Logan,17107,0.319325056,0.251512257,0.329512894,0.560012735,0.936644381,0.917542184,0.718243
Missouri,MO,Dent,29065,0.799108564,0.871378542,0.043616683,0.673989175,0.537090099,0.693091372,0.717924
Kentucky,KY,Breathitt,21025,0.989175422,0.630372493,0.010187838,0.93982808,0.839223177,0.260744986,0.717606
Mississippi,MS,Pearl River,28109,0.746577523,0.700732251,0.394460363,0.188156638,0.831263929,0.58707418,0.717287
Missouri,MO,Lincoln,29113,0.425342248,0.551416746,0.173511621,0.618274435,0.755173512,0.865966253,0.716969
Pennsylvania,PA,Cameron,42023,0.340337472,0.715695638,0.05858007,0.745304043,0.737981535,0.900031837,0.716651
Missouri,MO,Webster,29225,0.609996816,0.421840178,0.29512894,0.604266157,0.709964979,0.800063674,0.716332
Missouri,MO,Miller,29131,0.657433938,0.783826807,0.021967526,0.510028653,0.76185928,0.745304043,0.716014
Iowa,IA,Jefferson,19101,0.488379497,0.11620503,0.721426297,0.792741165,0.737663165,0.670168736,0.715696
Louisiana,LA,Claiborne,22027,0.94237504,0.503024514,0.679083095,0.808659663,0.690544413,0.250875517,0.715377
Pennsylvania,PA,Sullivan,42113,0.570837313,0.366125438,0.307226998,0.796879975,0.622413244,0.820439351,0.715059
Tennessee,TN,Cocke,47029,0.931232092,0.900986947,0.108882521,0.266157275,0.64692773,0.576886342,0.714741
North Carolina,NC,Catawba,37035,0.597262018,0.390958294,0.778732888,0.485514167,0.574657752,0.638650111,0.714422
Iowa,IA,Washington,19183,0.216491563,0.390003184,0.523718561,0.634829672,0.923909583,0.70709965,0.714104
Missouri,MO,Stoddard,29207,0.748169373,0.866921363,0.034065584,0.562878064,0.510665393,0.87997453,0.713785
Indiana,IN,Switzerland,18155,0.773320599,0.76217765,0.125756129,0.421521808,0.58930277,0.775549188,0.713467
Kansas,KS,Sherman,20181,0.47277937,0.925819803,0.29544731,0.831582299,0.592804839,0.559057625,0.713149
Arkansas,AR,Crawford,05033,0.628780643,0.842725247,0.451130213,0.301496339,0.554282076,0.733842725,0.71283
New York,NY,Lewis,36049,0.579114932,0.564469914,0.219038523,0.324418975,0.700732251,0.923909583,0.712512
Alaska,AK,Yukon-Koyukuk,02290,0.945240369,0.954473098,0.803247373,0.994269341,0.220630372,0.087233365,0.712194
Michigan,MI,Kalkaska,26079,0.774594078,0.768226679,0.193568927,0.70518943,0.375039796,0.82394142,0.711875
Georgia,GA,Morgan,13211,0.443807705,0.408787011,0.594715059,0.106017192,0.774912448,0.898758357,0.711557
Kansas,KS,Woodson,20207,0.856096784,0.839541547,0.264247055,0.109519261,0.555555556,0.786373766,0.711238
Illinois,IL,Marion,17121,0.713148679,0.871060172,0.257879656,0.64851958,0.537726839,0.681630054,0.71092
Georgia,GA,Jackson,13157,0.479146769,0.332378223,0.710283349,0.191021968,0.651703279,0.900668577,0.710602
Utah,UT,San Juan,49037,0.755810252,0.962432346,0.887933779,0.967207896,0.051575931,0.405921681,0.710283
Missouri,MO,Barry,29009,0.756128621,0.752944922,0.593123209,0.567016874,0.328876154,0.709328239,0.709965
Alabama,AL,Pike,01109,0.902260427,0.249602038,0.758357211,0.76440624,0.227952881,0.737981535,0.709647
Virginia,VA,Bristol City,51520,0.725246737,0.93823623,0.318369946,0.35307227,0.386182744,0.871060172,0.709328
Alaska,AK,North Slope,02185,0.4141993,0.198344476,0.843361987,0.99777141,0.238459089,0.141037886,0.70901
Arkansas,AR,Searcy,05129,0.667940146,0.773320599,0.192295447,0.464820121,0.599490608,0.76313276,0.708692
New York,NY,Chenango,36017,0.532951289,0.838904807,0.265520535,0.792422795,0.364533588,0.918815664,0.708373
California,CA,Modoc,06049,0.751034702,0.511938873,0.800700414,0.82553327,0.218083413,0.573384273,0.708055
Missouri,MO,Scotland,29199,0.709009869,0.592168099,0.044571792,0.682903534,0.820439351,0.595988539,0.707736
Indiana,IN,Noble,18113,0.385227635,0.41451767,0.506208214,0.635784782,0.741801974,0.742120344,0.707418
North Carolina,NC,Jackson,37099,0.576249602,0.200254696,0.569882203,0.615409105,0.639923591,0.852913085,0.7071
Indiana,IN,Blackford,18009,0.570518943,0.802929004,0.053486151,0.546959567,0.727475326,0.723018147,0.706781
Georgia,GA,Gordon,13129,0.760904171,0.662209487,0.799426934,0.433619866,0.144858325,0.933779051,0.706463
Nevada,NV,Lander,32015,0.688634193,0.885705189,0.914358485,0.995542821,0.152817574,0.211079274,0.706145
Tennessee,TN,Decatur,47039,0.819165871,0.846227316,0.05666985,0.23782235,0.730022286,0.616682585,0.705826
Virginia,VA,Waynesboro City,51820,0.477236549,0.496657116,0.667621777,0.696911812,0.570518943,0.695638332,0.705508
Mississippi,MS,Franklin,28037,0.782234957,0.93919134,0.533906399,0.284622732,0.76599809,0.349251831,0.705189
Washington,WA,Klickitat,53039,0.58739255,0.418656479,0.751989812,0.946513849,0.266794015,0.592804839,0.704871
Tennessee,TN,Robertson,47147,0.466730341,0.505253104,0.440305635,0.130531678,0.99936326,0.70359758,0.704553
Alabama,AL,Coffee,01031,0.539000318,0.70423432,0.681311684,0.074816937,0.629417383,0.865011143,0.704234
Illinois,IL,Montgomery,17135,0.544094238,0.307545368,0.226042662,0.420885068,0.82330468,0.94110156,0.703916
Louisiana,LA,Concordia,22029,0.905444126,0.503342884,0.595988539,0.749761223,0.906080866,0.214899713,0.703598
Kentucky,KY,Cumberland,21057,0.88061127,0.510983763,0.045526902,0.845590576,0.674625915,0.557465775,0.703279
Maine,ME,Washington,23029,0.699140401,0.867558103,0.29321872,0.807704553,0.900668577,0.29226361,0.702961
Texas,TX,Jasper,48241,0.735116205,0.774594078,0.560967845,0.454632283,0.505889844,0.621776504,0.702642
Missouri,MO,Lafayette,29107,0.365807068,0.779369628,0.197389366,0.862464183,0.506208214,0.901942057,0.702324
Kentucky,KY,Perry,21193,0.969436485,0.871696912,0.033110474,0.953199618,0.865647883,0.147086915,0.702006
Arkansas,AR,Polk,05113,0.904170646,0.959567017,0.424068768,0.679401465,0.482648838,0.404329831,0.701687
Kentucky,KY,Crittenden,21055,0.618911175,0.771728749,0.258834766,0.457179242,0.875517351,0.495702006,0.701369
Tennessee,TN,Gibson,47053,0.699777141,0.855778415,0.382362305,0.424705508,0.428844317,0.832219039,0.701051
Iowa,IA,Decatur,19053,0.650748169,0.490926457,0.274434893,0.977395734,0.719197708,0.421521808,0.700732
Alaska,AK,Northwest Arctic,02188,0.93887297,0.634511302,0.905125756,0.99808978,0.228271251,0.093282394,0.700414
Illinois,IL,Johnson,17087,0.59089462,0.447628144,0.11620503,0.152499204,0.885705189,0.979305954,0.700096
Texas,TX,Ochiltree,48357,0.709328239,0.099968163,0.973893664,0.516077682,0.268385864,0.640878701,0.699777
Kansas,KS,Greeley,20071,0.248328558,0.969754855,0.855141675,0.945240369,0.272206304,0.439668895,0.699459
North Carolina,NC,Graham,37075,0.859280484,0.537408469,0.372492837,0.276345113,0.445399554,0.981534543,0.69914
Louisiana,LA,Morehouse,22067,0.806431073,0.460681312,0.569563833,0.889207259,0.962750716,0.211716014,0.698822
South Carolina,SC,Abbeville,45001,0.906080866,0.826488379,0.578478192,0.777459408,0.709646609,0.197070996,0.698504
Virginia,VA,Scott,51169,0.768545049,0.53199618,0.125437759,0.422476918,0.619547915,0.855460045,0.698185
Georgia,GA,Floyd,13115,0.714740528,0.549506527,0.747851003,0.558420885,0.733205985,0.393505253,0.697867
Missouri,MO,Scott,29201,0.733524355,0.922636103,0.369627507,0.788283986,0.644062401,0.417382999,0.697549
Pennsylvania,PA,Jefferson,42065,0.433619866,0.521489971,0.097739573,0.480101878,0.946513849,0.720789557,0.69723
North Carolina,NC,Gaston,37071,0.608086597,0.432983126,0.630054123,0.253104107,0.53167781,0.93982808,0.696912
Tennessee,TN,Van Buren,47175,0.960522127,0.309455587,0.015281757,0.549824897,0.684495384,0.751034702,0.696593
Louisiana,LA,Rapides,22079,0.656160458,0.892709328,0.615409105,0.616045845,0.992677491,0.143266476,0.696275
Georgia,GA,Douglas,13097,0.552371856,0.311684177,0.88475008,0.122254059,0.4141993,0.93887297,0.695957
Virginia,VA,Bath,51017,0.630690863,0.11524992,0.250557147,0.835402738,0.890480739,0.664756447,0.695638
Indiana,IN,Washington,18175,0.670805476,0.770455269,0.033428844,0.337472143,0.919770774,0.574657752,0.69532
Mississippi,MS,Smith,28129,0.64629099,0.82107609,0.422795288,0.484877428,0.533269659,0.611907036,0.695002
Indiana,IN,Clay,18021,0.393823623,0.670805476,0.171601401,0.312957657,0.922636103,0.76217765,0.694683
Oklahoma,OK,Pawnee,40117,0.546322827,0.911493155,0.41388093,0.511938873,0.672397326,0.543775868,0.694365
Texas,TX,Hunt,48231,0.596306909,0.481693728,0.76281439,0.788602356,0.544412607,0.511620503,0.694046
Iowa,IA,Marshall,19127,0.437121936,0.414836039,0.854823305,0.64597262,0.858643744,0.382043935,0.693728
Colorado,CO,Logan,08075,0.460681312,0.208213945,0.808978032,0.953517988,0.937281121,0.258834766,0.69341
Missouri,MO,Livingston,29117,0.448901624,0.436166826,0.078955747,0.52785737,0.919452404,0.801973894,0.693091
Virginia,VA,Hampton City,51650,0.434893346,0.3527539,0.832855778,0.208213945,0.783508437,0.565425024,0.692773
Missouri,MO,Saline,29195,0.615090735,0.727793696,0.656797198,0.910856415,0.41292582,0.479146769,0.692455
Indiana,IN,Benton,18007,0.523400191,0.918178924,0.203756765,0.272524674,0.811206622,0.591849729,0.692136
Texas,TX,Crane,48103,0.307226998,0.086596625,0.986628462,0.958293537,0.366443808,0.512575613,0.691818
Georgia,GA,Schley,13249,0.920725883,0.446991404,0.663482967,0.195160777,0.330468004,0.903533906,0.6915
Michigan,MI,Iosco,26069,0.722063037,0.780961477,0.150907354,0.486150907,0.674307545,0.601082458,0.691181
Louisiana,LA,West Carroll,22123,0.944921999,0.620821394,0.347659981,0.185609678,0.749124483,0.483922318,0.690863
Illinois,IL,Cumberland,17035,0.383317415,0.76313276,0.044890162,0.443489335,0.679401465,0.984399873,0.690544
Kentucky,KY,Logan,21141,0.730340656,0.693091372,0.342566062,0.509391913,0.915631964,0.41451767,0.690226
Mississippi,MS,Marion,28091,0.935689271,0.831900669,0.5889844,0.604902897,0.495383636,0.368672397,0.689908
North Carolina,NC,Stanly,37167,0.663164597,0.544094238,0.557147405,0.519898122,0.276981853,0.988220312,0.689589
Alabama,AL,Houston,01069,0.641515441,0.759630691,0.640241961,0.29544731,0.904807386,0.378860236,0.689271
North Carolina,NC,Lincoln,37109,0.542502388,0.344157911,0.479783508,0.129576568,0.778414518,0.992040751,0.688953
California,CA,Kern,06029,0.827125119,0.333651703,0.965297676,0.618592805,0.043935053,0.714422159,0.688634
Oklahoma,OK,Texas,40139,0.702005731,0.076090417,0.975803884,0.957020057,0.476599809,0.306908628,0.688316
Michigan,MI,Presque Isle,26141,0.617637695,0.428844317,0.282394142,0.449219994,0.696593442,0.803884113,0.687997
Florida,FL,Gilchrist,12041,0.750397962,0.736071315,0.583890481,0.349570201,0.17701369,0.977077364,0.687679
Kentucky,KY,Carlisle,21039,0.724291627,0.340019102,0.191021968,0.169691181,0.898121617,0.82234957,0.687361
Louisiana,LA,Grant,22043,0.819802611,0.179879019,0.548869787,0.448264884,0.688315823,0.664438077,0.687042
Kansas,KS,Morton,20129,0.378860236,0.930595352,0.915950334,0.217128303,0.399235912,0.503342884,0.686724
Illinois,IL,Hancock,17067,0.387456224,0.449219994,0.106017192,0.426615727,0.856415154,0.918497294,0.686406
Washington,WA,Yakima,53077,0.751353072,0.681948424,0.960522127,0.792104425,0.1197071,0.449219994,0.686087
Oklahoma,OK,Garvin,40049,0.565425024,0.76758994,0.601400828,0.376313276,0.757083731,0.46895893,0.685769
Georgia,GA,Upson,13293,0.893982808,0.599808978,0.551416746,0.686087233,0.661254378,0.361986628,0.68545
Louisiana,LA,Natchitoches,22069,0.9417383,0.417064629,0.64692773,0.682585164,0.716332378,0.275708373,0.685132
Virginia,VA,Nelson,51125,0.302451449,0.358484559,0.453040433,0.781279847,0.767908309,0.714740528,0.684814
Florida,FL,Lee,12071,0.417382999,0.213307864,0.851639605,0.131168418,0.820120981,0.718560968,0.684495
Michigan,MI,Alger,26003,0.574976122,0.203756765,0.434574976,0.862782553,0.633874562,0.70391595,0.684177
Virginia,VA,Surry,51181,0.575931232,0.307226998,0.53231455,0.047437122,0.902260427,0.788920726,0.683859
Georgia,GA,Habersham,13137,0.640241961,0.395415473,0.780961477,0.618911175,0.201846546,0.897484877,0.68354
Tennessee,TN,Carter,47019,0.783508437,0.664756447,0.088188475,0.288124801,0.750079592,0.632282713,0.683222
Missouri,MO,Bollinger,29017,0.759312321,0.737663165,0.111747851,0.731614136,0.361031519,0.893027698,0.682904
Minnesota,MN,Benton,27009,0.253104107,0.260108246,0.346704871,0.872015282,0.877427571,0.745622413,0.682585
Arizona,AZ,Greenlee,04011,0.525947151,0.563514804,0.929321872,0.672397326,0.11620503,0.719516078,0.682267
Missouri,MO,Macon,29121,0.621776504,0.931232092,0.187201528,0.511620503,0.546641197,0.663164597,0.681948
Texas,TX,Childress,48075,0.887297039,0.243871379,0.898758357,0.754536772,0.248328558,0.488061127,0.68163
Missouri,MO,Cooper,29053,0.488061127,0.602037568,0.197707736,0.680356574,0.639286851,0.7669532,0.681312
North Carolina,NC,Macon,37113,0.484877428,0.543139128,0.574657752,0.301814709,0.567971983,0.850047755,0.680993
Virginia,VA,Dinwiddie,51053,0.653613499,0.246736708,0.659980898,0.201846546,0.605221267,0.905444126,0.680675
Alabama,AL,Escambia,01053,0.949379179,0.697866921,0.610633556,0.389048074,0.17574021,0.661572748,0.680357
Alaska,AK,Lake and Peninsula,02164,0.8834766,0.658389048,0.846864056,0.993314231,0.220948742,0.182744349,0.680038
New York,NY,Monroe,36055,0.272843044,0.205348615,0.735752945,0.166825852,0.99968163,0.756128621,0.67972
Virginia,VA,Wise,51195,0.918497294,0.698822031,0.207577205,0.810251512,0.311047437,0.653613499,0.679401
Kansas,KS,Chase,20017,0.453995543,0.922954473,0.340655842,0.925819803,0.369309137,0.597262018,0.679083
Michigan,MI,St. Joseph,26149,0.557465775,0.772365489,0.508118434,0.658389048,0.46800382,0.636103152,0.678765
Missouri,MO,Worth,29227,0.547596307,0.722381407,0.010506208,0.748169373,0.664756447,0.726520216,0.678446
Georgia,GA,Haralson,13143,0.677491245,0.894619548,0.23432028,0.756446991,0.248965298,0.834129258,0.678128
Louisiana,LA,Tangipahoa,22105,0.82075772,0.778414518,0.691817892,0.582935371,0.919134034,0.11938873,0.67781
Pennsylvania,PA,Monroe,42089,0.489652977,0.195479147,0.787647246,0.05730659,0.973893664,0.618592805,0.677491
Michigan,MI,Calhoun,26025,0.488697867,0.602674308,0.538681948,0.545686087,0.934415791,0.46800382,0.677173
California,CA,Siskiyou,06093,0.613498886,0.759949061,0.592168099,0.902578797,0.193568927,0.630372493,0.676855
New York,NY,St. Lawrence,36089,0.684495384,0.557147405,0.422158548,0.851957975,0.208850684,0.906399236,0.676536
